"","lake","core_depth_id","age_bp","age_ce","high_profile","low_profile","motile","euplanktonic","algivore","detritivore","plantivore","predator"
"25","Azul","AZ11_02_119_8",619.25,1330.75,0.236144578313253,0.330120481927711,0.412048192771084,0.0216867469879518,0.871794871794872,0.0512820512820513,0.0512820512820513,0.0256410256410256
"26","Azul","AZ11_02_118_8",609.43,1340.57,0.265588914549654,0.323325635103926,0.390300230946882,0.0207852193995381,0.727272727272727,0.113636363636364,0.113636363636364,0.0454545454545455
"27","Azul","AZ11_02_117_8",599.52,1350.48,0.224056603773585,0.238207547169811,0.525943396226415,0.0117924528301887,0.828571428571429,0.114285714285714,0.0571428571428571,0
"28","Azul","AZ11_02_116_8",589.5,1360.5,0.213615023474178,0.173708920187793,0.612676056338028,0,0.862068965517241,0,0.0344827586206897,0.103448275862069
"29","Azul","AZ11_02_115_8",579.35,1370.65,0.0800970873786408,0.16747572815534,0.75,0.00242718446601942,0.818181818181818,0,0,0.181818181818182
"30","Azul","AZ11_02_114_8",569.05,1380.95,0.491606714628297,0.119904076738609,0.381294964028777,0.00719424460431655,1,0,0,0
"31","Azul","AZ11_02_113_8",565.26,1384.74,0.320481927710843,0.149397590361446,0.52289156626506,0.0072289156626506,1,0,0,0
"32","Azul","AZ11_02_112_8",558.57,1391.43,0.328502415458937,0.164251207729469,0.497584541062802,0.00966183574879227,1,0,0,0
"33","Azul","AZ11_02_111_8",547.89,1402.11,0.282608695652174,0.188405797101449,0.519323671497585,0.00966183574879227,0.666666666666667,0,0.166666666666667,0.166666666666667
"34","Azul","AZ11_02_110_8",537,1413,0.259168704156479,0.202933985330073,0.52078239608802,0.0171149144254279,1,0,0,0
"35","Azul","AZ11_02_109_8",525.86,1424.14,0.071264367816092,0.259770114942529,0.662068965517241,0.00689655172413793,0.916666666666667,0.0416666666666667,0.0416666666666667,0
"36","Azul","AZ11_02_108_8",514.46,1435.54,0.0831295843520782,0.540342298288509,0.371638141809291,0.00488997555012225,1,0,0,0
"37","Azul","AZ11_02_107_8",502.77,1447.23,0.0756501182033097,0.361702127659574,0.553191489361702,0.00945626477541371,0.722222222222222,0.0555555555555556,0.0555555555555556,0.166666666666667
"38","Azul","AZ11_02_106_8",490.78,1459.22,0.0608899297423888,0.283372365339578,0.641686182669789,0.0140515222482436,0.7,0.05,0.1,0.15
"39","Azul","AZ11_02_105_8",478.45,1471.55,0.185614849187935,0.271461716937355,0.533642691415313,0.00928074245939675,0.745454545454545,0.0363636363636364,0.0545454545454545,0.163636363636364
"40","Azul","AZ11_02_104_8",465.78,1484.22,0.37070938215103,0.17162471395881,0.455377574370709,0.0022883295194508,0.804347826086957,0.0434782608695652,0,0.152173913043478
"41","Azul","AZ11_02_103_8",452.73,1497.27,0.22093023255814,0.272093023255814,0.493023255813954,0.013953488372093,0.91304347826087,0,0,0.0869565217391304
"42","Azul","AZ11_02_102_8",439.28,1510.72,0.479318734793187,0.119221411192214,0.399026763990268,0.0024330900243309,0.714285714285714,0.0571428571428571,0.114285714285714,0.114285714285714
"43","Azul","AZ11_02_101_8",425.42,1524.58,0.501228501228501,0.164619164619165,0.329238329238329,0.00491400491400491,0.835820895522388,0.0298507462686567,0.0149253731343284,0.119402985074627
"44","Azul","AZ11_02_100_8",411.11,1538.89,0.375586854460094,0.234741784037559,0.382629107981221,0.00704225352112676,0.911764705882353,0,0,0.0882352941176471
"45","Azul","AZ11_02_99_8",396.34,1553.66,0.333333333333333,0.274774774774775,0.387387387387387,0.0045045045045045,0.75,0,0,0.25
"46","Azul","AZ11_02_98_8",381.09,1568.91,0.207407407407407,0.224691358024691,0.565432098765432,0.00246913580246914,0.714285714285714,0,0.142857142857143,0.142857142857143
"47","Azul","AZ11_02_97_8",365.33,1584.67,0.236009732360097,0.255474452554745,0.501216545012166,0.0072992700729927,0.7,0,0,0.3
"48","Azul","AZ11_02_96_8",349.07,1600.93,0.477832512315271,0.167487684729064,0.349753694581281,0.00492610837438424,0.666666666666667,0,0,0.333333333333333
"49","Azul","AZ11_02_95_8",332.41,1617.59,0.525164113785558,0.260393873085339,0.185995623632385,0.0284463894967177,0.75,0,0,0.25
"50","Azul","AZ11_02_94_8",315.48,1634.52,0.457420924574209,0.262773722627737,0.194647201946472,0.0851581508515815,0.75,0,0,0.25
"51","Azul","AZ11_02_93_8",298.41,1651.59,0.556626506024096,0.216867469879518,0.219277108433735,0.0072289156626506,1,0,0,0
"52","Azul","AZ11_02_92_8",296.86,1653.14,0.561576354679803,0.187192118226601,0.236453201970443,0.0147783251231527,0.657142857142857,0,0.228571428571429,0.114285714285714
"53","Azul","AZ11_02_91_8",281.34,1668.66,0.494061757719715,0.299287410926366,0.190023752969121,0.0166270783847981,0.733333333333333,0,0.1,0.166666666666667
"54","Azul","AZ11_02_90_8",264.39,1685.61,0.400990099009901,0.487623762376238,0.099009900990099,0.0123762376237624,0.75,0,0.0769230769230769,0.173076923076923
"55","Azul","AZ11_02_89_8",247.69,1702.31,0.53125,0.295673076923077,0.158653846153846,0.0144230769230769,0.88,0,0.04,0.08
"56","Azul","AZ11_02_88_8",246.18,1703.82,0.560919540229885,0.135632183908046,0.301149425287356,0.00229885057471264,0.779661016949153,0,0.0508474576271186,0.169491525423729
"57","Azul","AZ11_02_87_8",231.37,1718.63,0.524822695035461,0.260047281323877,0.210401891252955,0.00472813238770686,0.854166666666667,0,0.0208333333333333,0.125
"58","Azul","AZ11_02_86_8",215.57,1734.43,0.516587677725118,0.293838862559242,0.182464454976303,0.00710900473933649,0.842105263157895,0,0.0526315789473684,0.105263157894737
"59","Azul","AZ11_02_85_8",200.41,1749.59,0.467469879518072,0.291566265060241,0.212048192771084,0.0289156626506024,0.923076923076923,0,0,0.0769230769230769
"60","Azul","AZ11_02_84_8",186.02,1763.98,0.379310344827586,0.391625615763547,0.214285714285714,0.0147783251231527,0.9,0,0,0.1
"61","Azul","AZ11_02_83_8",176.43,1773.57,0.450602409638554,0.24578313253012,0.228915662650602,0.0746987951807229,0.75,0,0,0.25
"62","Azul","AZ11_02_82_8",176.24,1773.76,0.52078239608802,0.207823960880196,0.222493887530562,0.0488997555012225,0.8,0,0,0.2
"63","Azul","AZ11_02_81_8",176.06,1773.94,0.447761194029851,0.199004975124378,0.303482587064677,0.0497512437810945,0.833333333333333,0,0.0416666666666667,0.125
"64","Azul","AZ11_02_80_8",175.88,1774.12,0.4,0.185882352941176,0.317647058823529,0.0964705882352941,1,0,0,0
"65","Azul","AZ11_02_79_8",175.7,1774.3,0.392344497607655,0.294258373205742,0.203349282296651,0.110047846889952,1,0,0,0
"66","Azul","AZ11_02_78_8",175.52,1774.48,0.554744525547445,0.143552311435523,0.282238442822384,0.0194647201946472,1,0,0,0
"67","Azul","AZ11_02_76_8",175.16,1774.84,0.433823529411765,0.269607843137255,0.149509803921569,0.147058823529412,0,0,1,0
"68","Azul","AZ11_02_75_8",162.49,1787.51,0.495348837209302,0.23953488372093,0.153488372093023,0.111627906976744,0.68421052631579,0.0526315789473684,0.105263157894737,0.157894736842105
"69","Azul","AZ11_02_74_8",150.96,1799.04,0.373170731707317,0.273170731707317,0.326829268292683,0.0268292682926829,0.811023622047244,0,0.031496062992126,0.15748031496063
"70","Azul","AZ11_02_73_8",140.71,1809.29,0.505643340857788,0.288939051918736,0.167042889390519,0.0383747178329571,0.803571428571429,0,0.0714285714285714,0.125
"71","Azul","AZ11_02_72_8",131.81,1818.19,0.539007092198582,0.238770685579196,0.1725768321513,0.049645390070922,0.75,0.0166666666666667,0.216666666666667,0.0166666666666667
"72","Azul","AZ11_02_71_8",124.19,1825.81,0.413625304136253,0.411192214111922,0.150851581508516,0.024330900243309,0.827586206896552,0.0344827586206897,0.137931034482759,0
"73","Azul","AZ11_02_70_8",117.73,1832.27,0.40174672489083,0.447598253275109,0.122270742358079,0.0283842794759825,0.857142857142857,0.0476190476190476,0.0476190476190476,0.0476190476190476
"74","Azul","AZ11_02_69_8",112.32,1837.68,0.402892561983471,0.429752066115702,0.136363636363636,0.0309917355371901,0.789473684210526,0.0526315789473684,0.157894736842105,0
"75","Azul","AZ11_02_68_8",107.83,1842.17,0.384248210023866,0.384248210023866,0.20763723150358,0.0238663484486874,1,0,0,0
"76","Azul","AZ11_02_67_8",104.16,1845.84,0.456967213114754,0.35655737704918,0.155737704918033,0.0307377049180328,0.9,0,0.1,0
"77","Azul","AZ11_02_66_8",101.17,1848.83,0.319101123595506,0.42247191011236,0.191011235955056,0.0674157303370786,0.5,0.333333333333333,0.166666666666667,0
"78","Azul","AZ11_02_65_8",98.76,1851.24,0.403341288782816,0.295942720763723,0.248210023866348,0.0525059665871122,0.909090909090909,0.0909090909090909,0,0
"79","Azul","AZ11_02_64_8",96.8,1853.2,0.360294117647059,0.325980392156863,0.254901960784314,0.0588235294117647,0.857142857142857,0.0714285714285714,0,0.0714285714285714
"80","Azul","AZ11_02_63_8",95.18,1854.82,0.376777251184834,0.274881516587678,0.258293838862559,0.0900473933649289,0.866666666666667,0.133333333333333,0,0
"81","Azul","AZ11_02_62_8",93.77,1856.23,0.352941176470588,0.300420168067227,0.273109243697479,0.0735294117647059,0.846153846153846,0.0769230769230769,0.0769230769230769,0
"82","Azul","AZ11_02_61_8",92.47,1857.53,0.426573426573427,0.256410256410256,0.24009324009324,0.0769230769230769,0.8,0.1,0.1,0
"83","Azul","AZ11_02_60_8",91.15,1858.85,0.199040767386091,0.13189448441247,0.0623501199040767,0.606714628297362,0.545454545454545,0.181818181818182,0.227272727272727,0.0454545454545455
"84","Azul","AZ11_02_59_8",89.69,1860.31,0.48661800486618,0.260340632603406,0.18978102189781,0.0632603406326034,0.875,0.125,0,0
"85","Azul","AZ11_02_58_8",87.98,1862.02,0.444180522565321,0.273159144893112,0.218527315914489,0.0641330166270784,0.7,0.2,0.1,0
"86","Azul","AZ11_02_57_8",85.9,1864.1,0.493243243243243,0.184684684684685,0.247747747747748,0.0743243243243243,1,0,0,0
"87","Azul","AZ11_02_56_8",83.41,1866.59,0.397408207343413,0.311015118790497,0.228941684665227,0.0626349892008639,0.75,0.125,0.125,0
"88","Azul","AZ11_02_55_8",80.49,1869.51,0.535469107551487,0.221967963386728,0.162471395881007,0.080091533180778,0.666666666666667,0.333333333333333,0,0
"89","Azul","AZ11_02_54_8",77.15,1872.85,0.400921658986175,0.345622119815668,0.19815668202765,0.0552995391705069,0.5,0.25,0.25,0
"90","Azul","AZ11_02_53_8",73.44,1876.56,0.46875,0.303571428571429,0.154017857142857,0.0736607142857143,0.5,0,0.5,0
"91","Azul","AZ11_02_52_8",69.4,1880.6,0.439716312056738,0.276595744680851,0.137115839243499,0.146572104018913,0.692307692307692,0,0.307692307692308,0
"92","Azul","AZ11_02_51_8",65.1,1884.9,0.521158129175947,0.238307349665924,0.131403118040089,0.10913140311804,0,0,1,0
"93","Azul","AZ11_02_50_8",60.59,1889.41,0.550755939524838,0.183585313174946,0.123110151187905,0.142548596112311,0.454545454545455,0,0.545454545454545,0
"94","Azul","AZ11_02_49_8",55.91,1894.09,0.339407744874715,0.16628701594533,0.0888382687927107,0.405466970387244,0.454545454545455,0,0.545454545454545,0
"95","Azul","AZ11_02_48_8",51.09,1898.91,0.41645885286783,0.336658354114713,0.189526184538653,0.057356608478803,0.461538461538462,0,0.538461538461538,0
"96","Azul","AZ11_02_47_8",46.14,1903.86,0.204275534441805,0.0855106888361045,0.0641330166270784,0.646080760095012,0.25,0,0.75,0
"97","Azul","AZ11_02_46_8",41.07,1908.93,0.154028436018957,0.0687203791469194,0.0900473933649289,0.687203791469194,1,0,0,0
"98","Azul","AZ11_02_45_8",35.91,1914.09,0.293333333333333,0.08,0.1,0.526666666666667,0.375,0,0.625,0
"99","Azul","AZ11_02_44_8",30.68,1919.32,0.23162583518931,0.0556792873051225,0.0534521158129176,0.65924276169265,0.2,0,0.8,0
"100","Azul","AZ11_02_43_8",25.38,1924.62,0.239234449760766,0.0956937799043062,0.0813397129186603,0.583732057416268,0.4,0,0.6,0
"101","Azul","AZ11_02_42_8",20.04,1929.96,0.295871559633028,0.165137614678899,0.160550458715596,0.378440366972477,0.5,0,0.5,0
"102","Azul","AZ11_02_41_8",14.68,1935.32,0.252983293556086,0.081145584725537,0.0883054892601432,0.577565632458234,0.5,0,0.5,0
"103","Azul","AZ11_02_40_8",9.32,1940.68,0.322115384615385,0.163461538461538,0.0576923076923077,0.456730769230769,0,1,0,0
"104","Azul","AZ11_02_39_8",4.04,1945.96,0.297727272727273,0.15,0.0704545454545455,0.481818181818182,1,0,0,0
"105","Azul","AZ11_02_38_8",-1.07,1951.07,0.276699029126214,0.157766990291262,0.216019417475728,0.349514563106796,0.666666666666667,0,0.333333333333333,0
"106","Azul","AZ11_02_37_8",-5.85,1955.85,0.408163265306122,0.253968253968254,0.208616780045351,0.129251700680272,0.916666666666667,0,0.0833333333333333,0
"107","Azul","AZ11_02_36_8",-10.16,1960.16,0.33495145631068,0.235436893203884,0.257281553398058,0.172330097087379,0.5,0.111111111111111,0.388888888888889,0
"108","Azul","AZ06_28_25",-14.5,1964.5,0.327702702702703,0.216216216216216,0.131756756756757,0.324324324324324,0.65625,0.0625,0.28125,0
"109","Azul","AZ06_26_25",-19,1969,0.444444444444444,0.218106995884774,0.0493827160493827,0.288065843621399,0.631578947368421,0.0789473684210526,0.289473684210526,0
"110","Azul","AZ06_24_25",-23,1973,0.294491525423729,0.211864406779661,0.0932203389830508,0.400423728813559,0.627906976744186,0.0697674418604651,0.302325581395349,0
"111","Azul","AZ06_22_25",-28,1978,0.254940711462451,0.24901185770751,0.0691699604743083,0.426877470355731,0.62,0.08,0.3,0
"112","Azul","AZ06_20_25",-33,1983,0.219281663516068,0.277882797731569,0.0831758034026465,0.419659735349716,0.614035087719298,0.087719298245614,0.298245614035088,0
"113","Azul","AZ06_18_25",-39,1989,0.238095238095238,0.132936507936508,0.0535714285714286,0.575396825396825,0.625,0.078125,0.296875,0
"114","Azul","AZ06_16_25",-44,1994,0.244402985074627,0.192164179104478,0.0802238805970149,0.483208955223881,0.611111111111111,0.0833333333333333,0.305555555555556,0
"115","Azul","AZ06_14_25",-48,1998,0.22970297029703,0.130693069306931,0.0891089108910891,0.550495049504951,0.618421052631579,0.0789473684210526,0.302631578947368,0
"116","Azul","AZ06_12_25",-49.5,1999.5,0.244813278008299,0.109958506224066,0.0518672199170125,0.593360995850622,0.615384615384615,0.0769230769230769,0.307692307692308,0
"117","Azul","AZ06_10_25",-51,2001,0.182194616977226,0.163561076604555,0.072463768115942,0.581780538302277,0.604938271604938,0.0864197530864197,0.308641975308642,0
"118","Azul","AZ06_8_25",-52,2002,0.188796680497925,0.149377593360996,0.0560165975103734,0.605809128630705,0.609756097560976,0.0853658536585366,0.304878048780488,0
"119","Azul","AZ06_6_25",-53,2003,0.173992673992674,0.10989010989011,0.0732600732600733,0.642857142857143,0.614457831325301,0.0843373493975904,0.301204819277108,0
"120","Azul","AZ06_4_25",-54,2004,0.158110882956879,0.119096509240246,0.0944558521560575,0.628336755646817,0.607142857142857,0.0833333333333333,0.30952380952381,0
"121","Azul","AZ06_2_25",-55,2005,0.145067698259188,0.0773694390715667,0.034816247582205,0.742746615087041,0.611764705882353,0.0823529411764706,0.305882352941176,0
"122","Azul","AZ06_1_75",-55.3,2005.3,0.159362549800797,0.0896414342629482,0.0577689243027888,0.693227091633466,0.611764705882353,0.0823529411764706,0.305882352941176,0
"123","Azul","AZ06_1_25",-55.6,2005.6,0.14604462474645,0.0892494929006085,0.0304259634888438,0.734279918864097,0.609195402298851,0.0804597701149425,0.310344827586207,0
"124","Azul","AZ06_0_75",-55.8,2005.8,0.178197064989518,0.125786163522013,0.0440251572327044,0.651991614255765,0.609195402298851,0.0804597701149425,0.310344827586207,0
"125","Azul","AZ06_0_25",-56,2006,0.210629921259843,0.12007874015748,0.0866141732283465,0.582677165354331,0.609195402298851,0.0804597701149425,0.310344827586207,0
"126","Caldeirao","CL17-03_5680",3707.72,-1757.72,0.892255892255892,0.0303030303030303,0.0774410774410774,0,0.761904761904762,0.152380952380952,0.0285714285714286,0.0571428571428571
"127","Caldeirao","CL17-03_5679",3706.44,-1756.44,0.850847457627119,0.023728813559322,0.0779661016949153,0.0474576271186441,0.678571428571429,0.107142857142857,0.0982142857142857,0.116071428571429
"128","Caldeirao","CL17-03_5610",3618.2,-1668.2,0.883495145631068,0.0323624595469256,0.0841423948220065,0,0.663366336633663,0.138613861386139,0.0594059405940594,0.138613861386139
"129","Caldeirao","CL17-03_5540",3528.68,-1578.68,0.88599348534202,0.0293159609120521,0.0846905537459283,0,0.681818181818182,0.109090909090909,0.1,0.109090909090909
"130","Caldeirao","CL17-03_5470",3439.16,-1489.16,0.868263473053892,0.029940119760479,0.0958083832335329,0.00598802395209581,0.759124087591241,0.18978102189781,0,0.0510948905109489
"131","Caldeirao","CL17-03_5400",3349.64,-1399.64,0.853185595567867,0.0304709141274238,0.105263157894737,0.0110803324099723,0.563636363636364,0.263636363636364,0.136363636363636,0.0363636363636364
"132","Caldeirao","CL17-03_5180",3068.29,-1118.29,0.83421052631579,0.0263157894736842,0.107894736842105,0.0315789473684211,0.691489361702128,0.159574468085106,0.0851063829787234,0.0638297872340425
"133","Caldeirao","CL17-03_5167",3051.66,-1101.66,0.8,0.0228571428571429,0.134285714285714,0.0428571428571429,0.575471698113208,0.264150943396226,0.132075471698113,0.0283018867924528
"134","Caldeirao","CL17-03_5070",2966.94,-1016.94,0.825641025641026,0.0256410256410256,0.11025641025641,0.0384615384615385,0.648854961832061,0.190839694656489,0.0381679389312977,0.122137404580153
"135","Caldeirao","CL17-03_5055",2954.69,-1004.69,0.715686274509804,0.0261437908496732,0.179738562091503,0.0784313725490196,0.571428571428571,0.266666666666667,0.133333333333333,0.0285714285714286
"136","Caldeirao","CL17-03_4950",2868.99,-918.99,0.816582914572864,0.0251256281407035,0.113065326633166,0.0452261306532663,0.716535433070866,0.165354330708661,0.0551181102362205,0.062992125984252
"137","Caldeirao","CL17-03_4887",2817.57,-867.57,0.707482993197279,0.0340136054421769,0.170068027210884,0.0884353741496599,0.57843137254902,0.274509803921569,0.127450980392157,0.0196078431372549
"138","Caldeirao","CL17-03_4840",2779.21,-829.21,0.811881188118812,0.0247524752475248,0.113861386138614,0.0495049504950495,0.710743801652893,0.0495867768595041,0.115702479338843,0.12396694214876
"139","Caldeirao","CL17-03_4730",2689.43,-739.43,0.80440097799511,0.0244498777506112,0.117359413202934,0.0537897310513447,0.741228070175439,0.0701754385964912,0.0921052631578947,0.0964912280701754
"140","Caldeirao","CL17-03_4720",2681.27,-731.27,0.526027397260274,0.063013698630137,0.405479452054795,0.00547945205479452,0.58,0.27,0.13,0.02
"141","Caldeirao","CL17-03_4620",2599.65,-649.65,0.800970873786408,0.0218446601941748,0.118932038834951,0.058252427184466,0.770034843205575,0.0418118466898955,0.0418118466898955,0.146341463414634
"142","Caldeirao","CL17-03_4552",2544.15,-594.15,0.824773413897281,0.0181268882175227,0.138972809667674,0.0181268882175227,0.591836734693878,0.26530612244898,0.122448979591837,0.0204081632653061
"143","Caldeirao","CL17-03_4510",2509.87,-559.87,0.795180722891566,0.0216867469879518,0.120481927710843,0.0626506024096386,0.653061224489796,0.0816326530612245,0.129251700680272,0.136054421768707
"144","Caldeirao","CL17-03_4400",2420.08,-470.08,0.789473684210526,0.0215311004784689,0.12200956937799,0.0669856459330144,0.660377358490566,0.132075471698113,0.0660377358490566,0.141509433962264
"145","Caldeirao","CL17-03_4385",2407.84,-457.84,0.83547557840617,0.0051413881748072,0.136246786632391,0.0231362467866324,0.602040816326531,0.255102040816327,0.112244897959184,0.0306122448979592
"146","Caldeirao","CL17-03_4280",2322.82,-372.82,0.782816229116945,0.0214797136038186,0.124105011933174,0.071599045346062,0.675840978593272,0.116207951070336,0.0672782874617737,0.140672782874618
"147","Caldeirao","CL17-03_4217",2282.19,-332.19,0.820809248554913,0.0115606936416185,0.15606936416185,0.0115606936416185,0.614583333333333,0.239583333333333,0.114583333333333,0.03125
"148","Caldeirao","CL17-03_4167",2249.94,-299.94,0.901554404145078,0,0.0803108808290155,0.0181347150259067,0.631578947368421,0.231578947368421,0.105263157894737,0.0315789473684211
"149","Caldeirao","CL17-03_3999",2141.58,-191.58,0.817919075144509,0.00578034682080925,0.147398843930636,0.0289017341040462,0.631578947368421,0.221052631578947,0.105263157894737,0.0421052631578947
"150","Caldeirao","CL17-03_3950",2109.98,-159.98,0.767942583732057,0.0191387559808612,0.133971291866029,0.0789473684210526,0.638190954773869,0.21105527638191,0.0452261306532663,0.105527638190955
"151","Caldeirao","CL17-03_3840",2039.03,-89.03,0.762589928057554,0.0191846522781775,0.136690647482014,0.0815347721822542,0.693181818181818,0.0852272727272727,0.102272727272727,0.119318181818182
"152","Caldeirao","CL17-03_3832",2033.87,-83.8699999999999,0.743243243243243,0.0189189189189189,0.221621621621622,0.0162162162162162,0.648936170212766,0.202127659574468,0.0957446808510638,0.0531914893617021
"153","Caldeirao","CL17-03_3764",1990.01,-40.01,0.794478527607362,0.0153374233128834,0.144171779141104,0.0460122699386503,0.659574468085106,0.191489361702128,0.0957446808510638,0.0531914893617021
"154","Caldeirao","CL17-03_3742",1975.82,-25.8199999999999,0.836021505376344,0.010752688172043,0.112903225806452,0.0403225806451613,0.659574468085106,0.191489361702128,0.0957446808510638,0.0531914893617021
"155","Caldeirao","CL17-03_3731",1968.72,-18.72,0.779816513761468,0.00611620795107034,0.165137614678899,0.0489296636085627,0.659574468085106,0.191489361702128,0.0957446808510638,0.0531914893617021
"156","Caldeirao","CL17-03_3730",1968.08,-18.0799999999999,0.757211538461538,0.0192307692307692,0.139423076923077,0.0841346153846154,0.671171171171171,0.112612612612613,0.121621621621622,0.0945945945945946
"157","Caldeirao","CL17-03_3697",1946.79,3.21000000000004,0.792517006802721,0.0170068027210884,0.153061224489796,0.0374149659863946,0.659574468085106,0.191489361702128,0.0957446808510638,0.0531914893617021
"158","Caldeirao","CL17-03_3690",1942.28,7.72000000000003,0.756626506024096,0.0192771084337349,0.139759036144578,0.0843373493975904,0.439024390243902,0.146341463414634,0.121951219512195,0.292682926829268
"159","Caldeirao","CL17-03_3675",1932.6,17.4000000000001,0.598214285714286,0.0208333333333333,0.354166666666667,0.0267857142857143,0.652631578947368,0.189473684210526,0.0947368421052632,0.0631578947368421
"160","Caldeirao","CL17-03_3664",1925.51,24.49,0.688046647230321,0,0.271137026239067,0.0408163265306122,0.666666666666667,0.182795698924731,0.0860215053763441,0.0645161290322581
"161","Caldeirao","CL17-03_3642",1911.32,38.6800000000001,0.730434782608696,0.00289855072463768,0.263768115942029,0.00289855072463768,0.666666666666667,0.182795698924731,0.0860215053763441,0.0645161290322581
"162","Caldeirao","CL17-03_3618",1895.84,54.1600000000001,0.920689655172414,0.0103448275862069,0.0551724137931034,0.0137931034482759,0.666666666666667,0.182795698924731,0.0860215053763441,0.0645161290322581
"163","Caldeirao","CL17-03_3610",1890.68,59.3199999999999,0.754854368932039,0.0169902912621359,0.143203883495146,0.0849514563106796,0.754838709677419,0.0451612903225806,0.148387096774194,0.0516129032258065
"164","Caldeirao","CL17-03_3608",1889.39,60.6099999999999,0.838120104438642,0.00783289817232376,0.138381201044386,0.0156657963446475,0.670212765957447,0.180851063829787,0.0851063829787234,0.0638297872340425
"165","Caldeirao","CL17-03_3600",1884.23,65.77,0.752427184466019,0.0169902912621359,0.145631067961165,0.0849514563106796,0.652173913043478,0.202898550724638,0.0434782608695652,0.101449275362319
"166","Caldeirao","CL17-03_3560",1858.43,91.5699999999999,0.751824817518248,0.0170316301703163,0.145985401459854,0.0851581508515815,0.659090909090909,0.0681818181818182,0.181818181818182,0.0909090909090909
"167","Caldeirao","CL17-03_3407",1759.74,190.26,0.772334293948127,0.0144092219020173,0.207492795389049,0.00576368876080692,0.680851063829787,0.159574468085106,0.0851063829787234,0.074468085106383
