sitename,depth,age,taxa,value,elementtype,ecologicalgroup,group,ID
Gingal,137.5,303,Juniperus brevifolia,1,pollen,TRSH,Tree,Gingal_303
Gingal,137.5,303,Lactuca,22,pollen,UPHE,Herb,Gingal_303
Gingal,137.5,303,Lotus,44,pollen,UPHE,Herb,Gingal_303
Gingal,137.5,303,Mentha,1,pollen,UPHE,Herb,Gingal_303
Gingal,137.5,303,Myrica faya,3,pollen,TRSH,Tree,Gingal_303
Gingal,137.5,303,Myrsine africana,4,pollen,TRSH,Shrub,Gingal_303
Gingal,137.5,303,Plantago coronopus,47,pollen,UPHE,Herb,Gingal_303
Gingal,137.5,303,Plantago lanceolata,31,pollen,UPHE,Herb,Gingal_303
Gingal,137.5,303,Poaceae,89,pollen,UPHE,Herb,Gingal_303
Gingal,137.5,303,Potamogeton,5,pollen,AQVP,Aquatic,Gingal_303
Gingal,137.5,303,Potentilla,5,pollen,UPHE,Herb,Gingal_303
Gingal,137.5,303,Pteridium aquilinum,1,spore,VACR,Fern,Gingal_303
Gingal,137.5,303,Rumex acetosella,2,pollen,UPHE,Herb,Gingal_303
Gingal,165,367,Anthemis,6,pollen,UPHE,Herb,Gingal_367
Gingal,165,367,Asteraceae,2,pollen,UPHE,Herb,Gingal_367
Gingal,165,367,Bellis,1,pollen,UPHE,Herb,Gingal_367
Gingal,165,367,Calluna vulgaris,5,pollen,TRSH,Shrub,Gingal_367
Gingal,165,367,Cerealia,1,pollen,UPHE,Herb,Gingal_367
Gingal,165,367,Culcita macrocarpa,5,spore,UPBR,Fern,Gingal_367
Gingal,165,367,Cyperaceae,6,pollen,UPHE,Aquatic,Gingal_367
Gingal,165,367,Erica azorica,6,pollen,TRSH,Shrub,Gingal_367
Gingal,165,367,Euphorbia,1,pollen,UPHE,Herb,Gingal_367
Gingal,165,367,Hydrocotyle,1,pollen,AQVP,Aquatic,Gingal_367
Gingal,165,367,Juniperus brevifolia,3,pollen,TRSH,Tree,Gingal_367
Gingal,165,367,Lactuca,40,pollen,UPHE,Herb,Gingal_367
Gingal,165,367,Lotus,6,pollen,UPHE,Herb,Gingal_367
Gingal,165,367,Myrica faya,3,pollen,TRSH,Tree,Gingal_367
Gingal,165,367,Myrsine africana,1,pollen,TRSH,Shrub,Gingal_367
Gingal,165,367,Picconia azorica,1,pollen,TRSH,Tree,Gingal_367
Gingal,165,367,Plantago coronopus,41,pollen,UPHE,Herb,Gingal_367
Gingal,165,367,Plantago lanceolata,30,pollen,UPHE,Herb,Gingal_367
Gingal,165,367,Poaceae,116,pollen,UPHE,Herb,Gingal_367
Gingal,165,367,Potentilla,4,pollen,UPHE,Herb,Gingal_367
Gingal,165,367,Pteridium aquilinum,3,spore,VACR,Fern,Gingal_367
Gingal,165,367,Pteris,1,spore,VACR,Fern,Gingal_367
Gingal,165,367,Rumex acetosella,2,pollen,UPHE,Herb,Gingal_367
Gingal,165,367,Selaginella kraussiana,2,spore,VACR,Fern,Gingal_367
Gingal,165,367,Spergula,2,pollen,UPHE,Herb,Gingal_367
Gingal,165,367,Sphagnum,2,spore,AQBR,Mosses,Gingal_367
Gingal,165,367,Viburnum tinus,1,pollen,TRSH,Tree,Gingal_367
Gingal,220,443,Anthemis,4,pollen,UPHE,Herb,Gingal_443
Gingal,220,443,Calluna vulgaris,1,pollen,TRSH,Shrub,Gingal_443
Gingal,220,443,Culcita macrocarpa,5,spore,UPBR,Fern,Gingal_443
Gingal,220,443,Cyperaceae,3,pollen,UPHE,Aquatic,Gingal_443
Gingal,220,443,Galium,1,pollen,UPHE,Herb,Gingal_443
Gingal,220,443,Hydrangea macrophylla,1,pollen,TRSH,Shrub,Gingal_443
Gingal,220,443,Hydrocotyle,2,pollen,AQVP,Aquatic,Gingal_443
Gingal,220,443,Lactuca,40,pollen,UPHE,Herb,Gingal_443
Gingal,220,443,Lotus,6,pollen,UPHE,Herb,Gingal_443
Gingal,220,443,Myrsine africana,2,pollen,TRSH,Shrub,Gingal_443
Gingal,220,443,Plantago coronopus,81,pollen,UPHE,Herb,Gingal_443
Gingal,220,443,Plantago lanceolata,20,pollen,UPHE,Herb,Gingal_443
Gingal,220,443,Poaceae,188,pollen,UPHE,Herb,Gingal_443
Gingal,220,443,Trichomanes speciosum,1,spore,UPBR,Fern,Gingal_443
Gingal,220,443,Viburnum tinus,2,pollen,TRSH,Tree,Gingal_443
Gingal,250,476,Anthemis,7,pollen,UPHE,Herb,Gingal_476
Gingal,250,476,Asteraceae,1,pollen,UPHE,Herb,Gingal_476
Gingal,250,476,Brassicaceae,1,pollen,UPHE,Herb,Gingal_476
Gingal,250,476,Calluna vulgaris,2,pollen,TRSH,Shrub,Gingal_476
Gingal,250,476,Culcita macrocarpa,3,spore,UPBR,Fern,Gingal_476
Gingal,250,476,Cyperaceae,3,pollen,UPHE,Aquatic,Gingal_476
Gingal,250,476,Erica azorica,1,pollen,TRSH,Shrub,Gingal_476
Gingal,250,476,Fabaceae,1,pollen,UPHE,Herb,Gingal_476
Gingal,250,476,Hedera azorica,1,pollen,TRSH,Shrub,Gingal_476
Gingal,250,476,Hymenophyllum,3,spore,VACR,Fern,Gingal_476
Gingal,250,476,Hypericum,1,pollen,UPHE,Herb,Gingal_476
Gingal,250,476,Lactuca,1,pollen,UPHE,Herb,Gingal_476
Gingal,250,476,Lotus,2,pollen,UPHE,Herb,Gingal_476
Gingal,250,476,Myrsine africana,2,pollen,TRSH,Shrub,Gingal_476
Gingal,250,476,Plantago coronopus,54,pollen,UPHE,Herb,Gingal_476
Gingal,250,476,Plantago lanceolata,46,pollen,UPHE,Herb,Gingal_476
Gingal,250,476,Poaceae,167,pollen,UPHE,Herb,Gingal_476
Gingal,250,476,Potentilla,4,pollen,UPHE,Herb,Gingal_476
Gingal,250,476,Pteridium aquilinum,4,spore,VACR,Fern,Gingal_476
Gingal,250,476,Pteris,3,spore,VACR,Fern,Gingal_476
Gingal,250,476,Rumex acetosella,1,pollen,UPHE,Herb,Gingal_476
Gingal,250,476,Sphagnum,2,spore,AQBR,Mosses,Gingal_476
Gingal,280,515,Brassicaceae,1,pollen,UPHE,Herb,Gingal_515
Gingal,280,515,Calluna vulgaris,1,pollen,TRSH,Shrub,Gingal_515
Gingal,280,515,Culcita macrocarpa,15,spore,UPBR,Fern,Gingal_515
Gingal,280,515,Cyperaceae,8,pollen,UPHE,Aquatic,Gingal_515
Gingal,280,515,Erica azorica,23,pollen,TRSH,Shrub,Gingal_515
Gingal,280,515,Hypericum,2,pollen,UPHE,Herb,Gingal_515
Gingal,280,515,Lotus,5,pollen,UPHE,Herb,Gingal_515
Gingal,280,515,Mentha,2,pollen,UPHE,Herb,Gingal_515
Gingal,280,515,Myrsine africana,4,pollen,TRSH,Shrub,Gingal_515
Gingal,280,515,Plantago coronopus,66,pollen,UPHE,Herb,Gingal_515
Gingal,280,515,Plantago lanceolata,9,pollen,UPHE,Herb,Gingal_515
Gingal,280,515,Plantago major,3,pollen,UPHE,Herb,Gingal_515
Gingal,280,515,Poaceae,108,pollen,UPHE,Herb,Gingal_515
Gingal,280,515,Potentilla,35,pollen,UPHE,Herb,Gingal_515
Gingal,280,515,Pteridium aquilinum,6,spore,VACR,Fern,Gingal_515
Gingal,280,515,Rumex acetosella,1,pollen,UPHE,Herb,Gingal_515
Gingal,280,515,Selaginella kraussiana,3,spore,VACR,Fern,Gingal_515
Gingal,280,515,Sphagnum,6,spore,AQBR,Mosses,Gingal_515
Lomba,0,327,Angelica lignescens,3,pollen,UPHE,Herb,Lomba_327
Lomba,0,327,Culcita macrocarpa,53,spore,UPBR,Fern,Lomba_327
Lomba,0,327,Cyperaceae,19,pollen,UPHE,Aquatic,Lomba_327
Lomba,0,327,Erica azorica,1,pollen,TRSH,Shrub,Lomba_327
Lomba,0,327,Frangula azorica,1,pollen,TRSH,Tree,Lomba_327
Lomba,0,327,Galium,2,pollen,UPHE,Herb,Lomba_327
Lomba,0,327,Hypericum foliosum,1,pollen,UPHE,Herb,Lomba_327
Lomba,0,327,Ilex perado subsp. azorica,7,pollen,TRSH,Tree,Lomba_327
Lomba,0,327,Isoetes azorica,1148,spore,AQVP,Aquatic,Lomba_327
Lomba,0,327,Juniperus brevifolia,131,pollen,TRSH,Tree,Lomba_327
Lomba,0,327,Myrsine africana,118,pollen,TRSH,Shrub,Lomba_327
Lomba,0,327,Osmunda regalis,3,spore,VACR,Fern,Lomba_327
Lomba,0,327,Persicaria maculosa,1,pollen,UPHE,Herb,Lomba_327
Lomba,0,327,Picconia azorica,35,pollen,TRSH,Tree,Lomba_327
Lomba,0,327,Pinus,1,pollen,TRSH,Tree,Lomba_327
Lomba,0,327,Poaceae,2,pollen,UPHE,Herb,Lomba_327
Lomba,0,327,Polypodium macaronesicum,2,spore,VACR,Fern,Lomba_327
Lomba,0,327,Potentilla,3,pollen,UPHE,Herb,Lomba_327
Lomba,0,327,Selaginella kraussiana,4,spore,VACR,Fern,Lomba_327
Lomba,0,327,Tolpis,2,pollen,UPHE,Herb,Lomba_327
Lomba,0,327,Trichomanes speciosum,3,spore,UPBR,Fern,Lomba_327
Lomba,0,327,Vaccinium cylindraceum,2,pollen,TRSH,Tree,Lomba_327
Lomba,0,327,Viburnum treleasei,4,pollen,TRSH,Tree,Lomba_327
Lomba,8.39,454,Angelica lignescens,3,pollen,UPHE,Herb,Lomba_454
Lomba,8.39,454,Anthoceros punctatus,26,spore,UPBR,Hornwort,Lomba_454
Lomba,8.39,454,Asplenium,7,spore,VACR,Fern,Lomba_454
Lomba,8.39,454,Castanea sativa,1,pollen,TRSH,Tree,Lomba_454
Lomba,8.39,454,Chaerophyllum azoricum,1,pollen,UPHE,Herb,Lomba_454
Lomba,8.39,454,Culcita macrocarpa,81,spore,UPBR,Fern,Lomba_454
Lomba,8.39,454,Cyperaceae,15,pollen,UPHE,Aquatic,Lomba_454
Lomba,8.39,454,Euphorbia,5,pollen,UPHE,Herb,Lomba_454
Lomba,8.39,454,Galium,1,pollen,UPHE,Herb,Lomba_454
Lomba,8.39,454,Hypericum foliosum,1,pollen,UPHE,Herb,Lomba_454
Lomba,8.39,454,Ilex perado subsp. azorica,10,pollen,TRSH,Tree,Lomba_454
Lomba,8.39,454,Isoetes azorica,1372,spore,AQVP,Aquatic,Lomba_454
Lomba,8.39,454,Juniperus brevifolia,110,pollen,TRSH,Tree,Lomba_454
Lomba,8.39,454,Lysimachia,1,pollen,UPHE,Herb,Lomba_454
Lomba,8.39,454,Mentha,1,pollen,UPHE,Herb,Lomba_454
Lomba,8.39,454,Myrica faya,1,pollen,TRSH,Tree,Lomba_454
Lomba,8.39,454,Myrsine africana,90,pollen,TRSH,Shrub,Lomba_454
Lomba,8.39,454,Osmunda regalis,5,spore,VACR,Fern,Lomba_454
Lomba,8.39,454,Picconia azorica,37,pollen,TRSH,Tree,Lomba_454
Lomba,8.39,454,Poaceae,1,pollen,UPHE,Herb,Lomba_454
Lomba,8.39,454,Potentilla,3,pollen,UPHE,Herb,Lomba_454
Lomba,8.39,454,Pteris incompleta,2,spore,VACR,Fern,Lomba_454
Lomba,8.39,454,Selaginella kraussiana,8,spore,VACR,Fern,Lomba_454
Lomba,8.39,454,Tolpis,4,pollen,UPHE,Herb,Lomba_454
Lomba,8.39,454,Trichomanes speciosum,6,spore,UPBR,Fern,Lomba_454
Lomba,8.39,454,Vaccinium cylindraceum,4,pollen,TRSH,Tree,Lomba_454
Lomba,16.7,614,Ammi,1,pollen,UPHE,Herb,Lomba_614
Lomba,16.7,614,Angelica lignescens,2,pollen,UPHE,Herb,Lomba_614
Lomba,16.7,614,Asplenium,4,spore,VACR,Fern,Lomba_614
Lomba,16.7,614,Culcita macrocarpa,72,spore,UPBR,Fern,Lomba_614
Lomba,16.7,614,Cyperaceae,7,pollen,UPHE,Aquatic,Lomba_614
Lomba,16.7,614,Erica azorica,1,pollen,TRSH,Shrub,Lomba_614
Lomba,16.7,614,Euphorbia,6,pollen,UPHE,Herb,Lomba_614
Lomba,16.7,614,Frangula azorica,1,pollen,TRSH,Tree,Lomba_614
Lomba,16.7,614,Galium,2,pollen,UPHE,Herb,Lomba_614
Lomba,16.7,614,Hemionitis,1,spore,VACR,Fern,Lomba_614
Lomba,16.7,614,Huperzia selago,2,spore,VACR,Fern,Lomba_614
Lomba,16.7,614,Hypericum foliosum,2,pollen,UPHE,Herb,Lomba_614
Lomba,16.7,614,Ilex perado subsp. azorica,9,pollen,TRSH,Tree,Lomba_614
Lomba,16.7,614,Isoetes azorica,2410,spore,AQVP,Aquatic,Lomba_614
Lomba,16.7,614,Juniperus brevifolia,83,pollen,TRSH,Tree,Lomba_614
Lomba,16.7,614,Myrica faya,1,pollen,TRSH,Tree,Lomba_614
Lomba,16.7,614,Myrsine africana,99,pollen,TRSH,Shrub,Lomba_614
Lomba,16.7,614,Osmunda regalis,7,spore,VACR,Fern,Lomba_614
Lomba,16.7,614,Picconia azorica,43,pollen,TRSH,Tree,Lomba_614
Lomba,16.7,614,Poaceae,2,pollen,UPHE,Herb,Lomba_614
Lomba,16.7,614,Potentilla,2,pollen,UPHE,Herb,Lomba_614
Lomba,16.7,614,Pteris incompleta,1,spore,VACR,Fern,Lomba_614
Lomba,16.7,614,Selaginella kraussiana,2,spore,VACR,Fern,Lomba_614
Lomba,16.7,614,Tolpis,2,pollen,UPHE,Herb,Lomba_614
Lomba,16.7,614,Trichomanes speciosum,10,spore,UPBR,Fern,Lomba_614
Lomba,16.7,614,Vaccinium cylindraceum,1,pollen,TRSH,Tree,Lomba_614
Lomba,16.7,614,Viburnum treleasei,5,pollen,TRSH,Tree,Lomba_614
Lomba,25.1,789,Angelica lignescens,2,pollen,UPHE,Herb,Lomba_789
Lomba,25.1,789,Anthoceros punctatus,1,spore,UPBR,Hornwort,Lomba_789
Lomba,25.1,789,Asplenium,4,spore,VACR,Fern,Lomba_789
Lomba,25.1,789,Culcita macrocarpa,72,spore,UPBR,Fern,Lomba_789
Lomba,25.1,789,Cyperaceae,11,pollen,UPHE,Aquatic,Lomba_789
Lomba,25.1,789,Erica azorica,3,pollen,TRSH,Shrub,Lomba_789
Lomba,25.1,789,Euphorbia,10,pollen,UPHE,Herb,Lomba_789
Lomba,25.1,789,Frangula azorica,3,pollen,TRSH,Tree,Lomba_789
Lomba,25.1,789,Hypericum foliosum,5,pollen,UPHE,Herb,Lomba_789
Lomba,25.1,789,Ilex perado subsp. azorica,10,pollen,TRSH,Tree,Lomba_789
Lomba,25.1,789,Isoetes azorica,1262,spore,AQVP,Aquatic,Lomba_789
Lomba,25.1,789,Juniperus brevifolia,103,pollen,TRSH,Tree,Lomba_789
Lomba,25.1,789,Lysimachia,1,pollen,UPHE,Herb,Lomba_789
Lomba,25.1,789,Myrica faya,1,pollen,TRSH,Tree,Lomba_789
Lomba,25.1,789,Myrsine africana,108,pollen,TRSH,Shrub,Lomba_789
Lomba,25.1,789,Osmunda regalis,3,spore,VACR,Fern,Lomba_789
Lomba,25.1,789,Picconia azorica,40,pollen,TRSH,Tree,Lomba_789
Lomba,25.1,789,Poaceae,1,pollen,UPHE,Herb,Lomba_789
Lomba,25.1,789,Polypodium macaronesicum,1,spore,VACR,Fern,Lomba_789
Lomba,25.1,789,Potentilla,1,pollen,UPHE,Herb,Lomba_789
Lomba,25.1,789,Pteris incompleta,3,spore,VACR,Fern,Lomba_789
Lomba,25.1,789,Selaginella kraussiana,5,spore,VACR,Fern,Lomba_789
Lomba,25.1,789,Tolpis,1,pollen,UPHE,Herb,Lomba_789
Lomba,25.1,789,Trichomanes speciosum,6,spore,UPBR,Fern,Lomba_789
Lomba,25.1,789,Umbilicus,2,pollen,UPHE,Herb,Lomba_789
Lomba,25.1,789,Viburnum treleasei,4,pollen,TRSH,Tree,Lomba_789
Lomba,33.5,931,Angelica lignescens,3,pollen,UPHE,Herb,Lomba_931
Lomba,33.5,931,Anthoceros punctatus,1,spore,UPBR,Hornwort,Lomba_931
Lomba,33.5,931,Asplenium,3,spore,VACR,Fern,Lomba_931
Lomba,33.5,931,Culcita macrocarpa,55,spore,UPBR,Fern,Lomba_931
Lomba,33.5,931,Cyperaceae,21,pollen,UPHE,Aquatic,Lomba_931
Lomba,33.5,931,Euphorbia,4,pollen,UPHE,Herb,Lomba_931
Lomba,33.5,931,Frangula azorica,1,pollen,TRSH,Tree,Lomba_931
Lomba,33.5,931,Hypericum foliosum,2,pollen,UPHE,Herb,Lomba_931
Lomba,33.5,931,Ilex perado subsp. azorica,7,pollen,TRSH,Tree,Lomba_931
Lomba,33.5,931,Isoetes azorica,1226,spore,AQVP,Aquatic,Lomba_931
Lomba,33.5,931,Juniperus brevifolia,111,pollen,TRSH,Tree,Lomba_931
Lomba,33.5,931,Myrica faya,1,pollen,TRSH,Tree,Lomba_931
Lomba,33.5,931,Myrsine africana,104,pollen,TRSH,Shrub,Lomba_931
Lomba,33.5,931,Osmunda regalis,2,spore,VACR,Fern,Lomba_931
Lomba,33.5,931,Picconia azorica,39,pollen,TRSH,Tree,Lomba_931
Lomba,33.5,931,Poaceae,1,pollen,UPHE,Herb,Lomba_931
Lomba,33.5,931,Potentilla,2,pollen,UPHE,Herb,Lomba_931
Lomba,33.5,931,Pteris incompleta,6,spore,VACR,Fern,Lomba_931
Lomba,33.5,931,Selaginella kraussiana,3,spore,VACR,Fern,Lomba_931
Lomba,33.5,931,Tolpis,1,pollen,UPHE,Herb,Lomba_931
Lomba,33.5,931,Trichomanes speciosum,3,spore,UPBR,Fern,Lomba_931
Lomba,33.5,931,Vaccinium cylindraceum,4,pollen,TRSH,Tree,Lomba_931
Lomba,33.5,931,Viburnum treleasei,1,pollen,TRSH,Tree,Lomba_931
Lomba,41.79,992,Angelica lignescens,1,pollen,UPHE,Herb,Lomba_992
Lomba,41.79,992,Asplenium,1,spore,VACR,Fern,Lomba_992
Lomba,41.79,992,Asteraceae,1,pollen,UPHE,Herb,Lomba_992
Lomba,41.79,992,Culcita macrocarpa,36,spore,UPBR,Fern,Lomba_992
Lomba,41.79,992,Cyperaceae,7,pollen,UPHE,Aquatic,Lomba_992
Lomba,41.79,992,Euphorbia,3,pollen,UPHE,Herb,Lomba_992
Lomba,41.79,992,Frangula azorica,3,pollen,TRSH,Tree,Lomba_992
Lomba,41.79,992,Galium,1,pollen,UPHE,Herb,Lomba_992
Lomba,41.79,992,Ilex perado subsp. azorica,8,pollen,TRSH,Tree,Lomba_992
Lomba,41.79,992,Isoetes azorica,826,spore,AQVP,Aquatic,Lomba_992
Lomba,41.79,992,Juniperus brevifolia,92,pollen,TRSH,Tree,Lomba_992
Lomba,41.79,992,Lysimachia,1,pollen,UPHE,Herb,Lomba_992
Lomba,41.79,992,Myrsine africana,65,pollen,TRSH,Shrub,Lomba_992
Lomba,41.79,992,Osmunda regalis,3,spore,VACR,Fern,Lomba_992
Lomba,41.79,992,Picconia azorica,20,pollen,TRSH,Tree,Lomba_992
Lomba,41.79,992,Poaceae,2,pollen,UPHE,Herb,Lomba_992
Lomba,41.79,992,Polypodium macaronesicum,1,spore,VACR,Fern,Lomba_992
Lomba,41.79,992,Selaginella kraussiana,5,spore,VACR,Fern,Lomba_992
Lomba,41.79,992,Tolpis,1,pollen,UPHE,Herb,Lomba_992
Lomba,41.79,992,Trichomanes speciosum,4,spore,UPBR,Fern,Lomba_992
Lomba,41.79,992,Urtica,1,pollen,UPHE,Herb,Lomba_992
Lomba,41.79,992,Viburnum treleasei,3,pollen,TRSH,Tree,Lomba_992
Lomba,83.69,1558,Angelica lignescens,5,pollen,UPHE,Herb,Lomba_1558
Lomba,83.69,1558,Asplenium,3,spore,VACR,Fern,Lomba_1558
Lomba,83.69,1558,Culcita macrocarpa,45,spore,UPBR,Fern,Lomba_1558
Lomba,83.69,1558,Cyperaceae,5,pollen,UPHE,Aquatic,Lomba_1558
Lomba,83.69,1558,Euphorbia,2,pollen,UPHE,Herb,Lomba_1558
Lomba,83.69,1558,Hymenophyllum,1,spore,VACR,Fern,Lomba_1558
Lomba,83.69,1558,Hypericum foliosum,2,pollen,UPHE,Herb,Lomba_1558
Lomba,83.69,1558,Ilex perado subsp. azorica,1,pollen,TRSH,Tree,Lomba_1558
Lomba,83.69,1558,Isoetes azorica,503,spore,AQVP,Aquatic,Lomba_1558
Lomba,83.69,1558,Juniperus brevifolia,83,pollen,TRSH,Tree,Lomba_1558
Lomba,83.69,1558,Myrica faya,1,pollen,TRSH,Tree,Lomba_1558
Lomba,83.69,1558,Myrsine africana,48,pollen,TRSH,Shrub,Lomba_1558
Lomba,83.69,1558,Ophioglossum lusitanicum,1,spore,VACR,Fern,Lomba_1558
Lomba,83.69,1558,Picconia azorica,16,pollen,TRSH,Tree,Lomba_1558
Lomba,83.69,1558,Poaceae,1,pollen,UPHE,Herb,Lomba_1558
Lomba,83.69,1558,Selaginella kraussiana,1,spore,VACR,Fern,Lomba_1558
Lomba,83.69,1558,Tolpis,1,pollen,UPHE,Herb,Lomba_1558
Lomba,83.69,1558,Trichomanes speciosum,4,spore,UPBR,Fern,Lomba_1558
Lomba,100.4,1789,Angelica lignescens,3,pollen,UPHE,Herb,Lomba_1789
Lomba,100.4,1789,Asplenium,4,spore,VACR,Fern,Lomba_1789
Lomba,100.4,1789,Culcita macrocarpa,48,spore,UPBR,Fern,Lomba_1789
Lomba,100.4,1789,Cyperaceae,5,pollen,UPHE,Aquatic,Lomba_1789
Lomba,100.4,1789,Euphorbia,5,pollen,UPHE,Herb,Lomba_1789
Lomba,100.4,1789,Frangula azorica,1,pollen,TRSH,Tree,Lomba_1789
Lomba,100.4,1789,Galium,1,pollen,UPHE,Herb,Lomba_1789
Lomba,100.4,1789,Hypericum foliosum,1,pollen,UPHE,Herb,Lomba_1789
Lomba,100.4,1789,Ilex perado subsp. azorica,3,pollen,TRSH,Tree,Lomba_1789
Lomba,100.4,1789,Isoetes azorica,1025,spore,AQVP,Aquatic,Lomba_1789
Lomba,100.4,1789,Juniperus brevifolia,107,pollen,TRSH,Tree,Lomba_1789
Lomba,100.4,1789,Myrsine africana,75,pollen,TRSH,Shrub,Lomba_1789
Lomba,100.4,1789,Ophioglossum lusitanicum,1,spore,VACR,Fern,Lomba_1789
Lomba,100.4,1789,Picconia azorica,38,pollen,TRSH,Tree,Lomba_1789
Lomba,100.4,1789,Potentilla,1,pollen,UPHE,Herb,Lomba_1789
Lomba,100.4,1789,Pteris incompleta,5,spore,VACR,Fern,Lomba_1789
Lomba,100.4,1789,Selaginella kraussiana,5,spore,VACR,Fern,Lomba_1789
Lomba,100.4,1789,Tolpis,4,pollen,UPHE,Herb,Lomba_1789
Lomba,100.4,1789,Trichomanes speciosum,6,spore,UPBR,Fern,Lomba_1789
Lomba,100.4,1789,Vaccinium cylindraceum,1,pollen,TRSH,Tree,Lomba_1789
Lomba,100.4,1789,Viburnum treleasei,4,pollen,TRSH,Tree,Lomba_1789
Lomba,117.19,2038,Angelica lignescens,2,pollen,UPHE,Herb,Lomba_2038
Lomba,117.19,2038,Betula,1,pollen,TRSH,Tree,Lomba_2038
Lomba,117.19,2038,Cardamine,2,pollen,UPHE,Herb,Lomba_2038
Lomba,117.19,2038,Chaerophyllum azoricum,2,pollen,UPHE,Herb,Lomba_2038
Lomba,117.19,2038,Culcita macrocarpa,19,spore,UPBR,Fern,Lomba_2038
Lomba,117.19,2038,Cyperaceae,12,pollen,UPHE,Aquatic,Lomba_2038
Lomba,117.19,2038,Euphorbia,3,pollen,UPHE,Herb,Lomba_2038
Lomba,117.19,2038,Hypericum foliosum,1,pollen,UPHE,Herb,Lomba_2038
Lomba,117.19,2038,Ilex perado subsp. azorica,2,pollen,TRSH,Tree,Lomba_2038
Lomba,117.19,2038,Isoetes azorica,703,spore,AQVP,Aquatic,Lomba_2038
Lomba,117.19,2038,Juniperus brevifolia,143,pollen,TRSH,Tree,Lomba_2038
Lomba,117.19,2038,Myrica faya,3,pollen,TRSH,Tree,Lomba_2038
Lomba,117.19,2038,Myrsine africana,66,pollen,TRSH,Shrub,Lomba_2038
Lomba,117.19,2038,Osmunda regalis,1,spore,VACR,Fern,Lomba_2038
Lomba,117.19,2038,Picconia azorica,31,pollen,TRSH,Tree,Lomba_2038
Lomba,117.19,2038,Potentilla,2,pollen,UPHE,Herb,Lomba_2038
Lomba,117.19,2038,Pteridium aquilinum,2,spore,VACR,Fern,Lomba_2038
Lomba,117.19,2038,Pteris incompleta,7,spore,VACR,Fern,Lomba_2038
Lomba,117.19,2038,Selaginella kraussiana,3,spore,VACR,Fern,Lomba_2038
Lomba,117.19,2038,Tolpis,1,pollen,UPHE,Herb,Lomba_2038
Lomba,117.19,2038,Trichomanes speciosum,5,spore,UPBR,Fern,Lomba_2038
Lomba,125.5,2159,Angelica lignescens,2,pollen,UPHE,Herb,Lomba_2159
Lomba,125.5,2159,Anthoceros punctatus,4,spore,UPBR,Hornwort,Lomba_2159
Lomba,125.5,2159,Asteraceae,1,pollen,UPHE,Herb,Lomba_2159
Lomba,125.5,2159,Culcita macrocarpa,26,spore,UPBR,Fern,Lomba_2159
Lomba,125.5,2159,Cyperaceae,12,pollen,UPHE,Aquatic,Lomba_2159
Lomba,125.5,2159,Ephedra distachya,1,pollen,TRSH,Shrub,Lomba_2159
Lomba,125.5,2159,Euphorbia,4,pollen,UPHE,Herb,Lomba_2159
Lomba,125.5,2159,Galium,1,pollen,UPHE,Herb,Lomba_2159
Lomba,125.5,2159,Hemionitis,1,spore,VACR,Fern,Lomba_2159
Lomba,125.5,2159,Hypericum foliosum,2,pollen,UPHE,Herb,Lomba_2159
Lomba,125.5,2159,Ilex perado subsp. azorica,6,pollen,TRSH,Tree,Lomba_2159
Lomba,125.5,2159,Isoetes azorica,668,spore,AQVP,Aquatic,Lomba_2159
Lomba,125.5,2159,Juniperus brevifolia,188,pollen,TRSH,Tree,Lomba_2159
Lomba,125.5,2159,Myrica faya,1,pollen,TRSH,Tree,Lomba_2159
Lomba,125.5,2159,Myrsine africana,52,pollen,TRSH,Shrub,Lomba_2159
Lomba,125.5,2159,Picconia azorica,30,pollen,TRSH,Tree,Lomba_2159
Lomba,125.5,2159,Poaceae,1,pollen,UPHE,Herb,Lomba_2159
Lomba,125.5,2159,Polypodium macaronesicum,1,spore,VACR,Fern,Lomba_2159
Lomba,125.5,2159,Potamogeton,1,pollen,AQVP,Aquatic,Lomba_2159
Lomba,125.5,2159,Potentilla,2,pollen,UPHE,Herb,Lomba_2159
Lomba,125.5,2159,Pteris incompleta,5,spore,VACR,Fern,Lomba_2159
Lomba,125.5,2159,Selaginella kraussiana,3,spore,VACR,Fern,Lomba_2159
Lomba,125.5,2159,Tolpis,4,pollen,UPHE,Herb,Lomba_2159
Lomba,125.5,2159,Trichomanes speciosum,6,spore,UPBR,Fern,Lomba_2159
Lomba,125.5,2159,Viburnum treleasei,4,pollen,TRSH,Tree,Lomba_2159
Lomba,133.89,2261,Alnus glutinosa,1,pollen,TRSH,Tree,Lomba_2261
Lomba,133.89,2261,Amaranthaceae,1,pollen,UPHE,Herb,Lomba_2261
Lomba,133.89,2261,Angelica lignescens,4,pollen,UPHE,Herb,Lomba_2261
Lomba,133.89,2261,Anthoceros punctatus,1,spore,UPBR,Hornwort,Lomba_2261
Lomba,133.89,2261,Culcita macrocarpa,23,spore,UPBR,Fern,Lomba_2261
Lomba,133.89,2261,Cyperaceae,16,pollen,UPHE,Aquatic,Lomba_2261
Lomba,133.89,2261,Euphorbia,6,pollen,UPHE,Herb,Lomba_2261
Lomba,133.89,2261,Galium,3,pollen,UPHE,Herb,Lomba_2261
Lomba,133.89,2261,Hymenophyllum,1,spore,VACR,Fern,Lomba_2261
Lomba,133.89,2261,Ilex perado subsp. azorica,1,pollen,TRSH,Tree,Lomba_2261
