sitename,depth,age,taxa,value,elementtype,ecologicalgroup,group,ID
Lomba,133.89,2261,Isoetes azorica,581,spore,AQVP,Aquatic,Lomba_2261
Lomba,133.89,2261,Juniperus brevifolia,166,pollen,TRSH,Tree,Lomba_2261
Lomba,133.89,2261,Myrica faya,1,pollen,TRSH,Tree,Lomba_2261
Lomba,133.89,2261,Myrsine africana,35,pollen,TRSH,Shrub,Lomba_2261
Lomba,133.89,2261,Osmunda regalis,1,spore,VACR,Fern,Lomba_2261
Lomba,133.89,2261,Picconia azorica,38,pollen,TRSH,Tree,Lomba_2261
Lomba,133.89,2261,Pinus,1,pollen,TRSH,Tree,Lomba_2261
Lomba,133.89,2261,Poaceae,5,pollen,UPHE,Herb,Lomba_2261
Lomba,133.89,2261,Pteris incompleta,4,spore,VACR,Fern,Lomba_2261
Lomba,133.89,2261,Selaginella kraussiana,2,spore,VACR,Fern,Lomba_2261
Lomba,133.89,2261,Tolpis,2,pollen,UPHE,Herb,Lomba_2261
Lomba,133.89,2261,Trichomanes speciosum,5,spore,UPBR,Fern,Lomba_2261
Lomba,133.89,2261,Vaccinium cylindraceum,1,pollen,TRSH,Tree,Lomba_2261
Lomba,133.89,2261,Viburnum treleasei,4,pollen,TRSH,Tree,Lomba_2261
Lomba,142.3,2399,Alnus glutinosa,1,pollen,TRSH,Tree,Lomba_2399
Lomba,142.3,2399,Angelica lignescens,2,pollen,UPHE,Herb,Lomba_2399
Lomba,142.3,2399,Anthoceros punctatus,2,spore,UPBR,Hornwort,Lomba_2399
Lomba,142.3,2399,Asteraceae,1,pollen,UPHE,Herb,Lomba_2399
Lomba,142.3,2399,Culcita macrocarpa,4,spore,UPBR,Fern,Lomba_2399
Lomba,142.3,2399,Cyperaceae,8,pollen,UPHE,Aquatic,Lomba_2399
Lomba,142.3,2399,Euphorbia,3,pollen,UPHE,Herb,Lomba_2399
Lomba,142.3,2399,Isoetes azorica,511,spore,AQVP,Aquatic,Lomba_2399
Lomba,142.3,2399,Juniperus brevifolia,166,pollen,TRSH,Tree,Lomba_2399
Lomba,142.3,2399,Lysimachia,1,pollen,UPHE,Herb,Lomba_2399
Lomba,142.3,2399,Lythrum,1,pollen,UPHE,Herb,Lomba_2399
Lomba,142.3,2399,Myrsine africana,21,pollen,TRSH,Shrub,Lomba_2399
Lomba,142.3,2399,Osmunda regalis,2,spore,VACR,Fern,Lomba_2399
Lomba,142.3,2399,Picconia azorica,23,pollen,TRSH,Tree,Lomba_2399
Lomba,142.3,2399,Poaceae,4,pollen,UPHE,Herb,Lomba_2399
Lomba,142.3,2399,Polypodium macaronesicum,1,spore,VACR,Fern,Lomba_2399
Lomba,142.3,2399,Potentilla,1,pollen,UPHE,Herb,Lomba_2399
Lomba,142.3,2399,Pteridium aquilinum,2,spore,VACR,Fern,Lomba_2399
Lomba,142.3,2399,Pteris incompleta,3,spore,VACR,Fern,Lomba_2399
Lomba,142.3,2399,Selaginella kraussiana,6,spore,VACR,Fern,Lomba_2399
Lomba,142.3,2399,Tolpis,1,pollen,UPHE,Herb,Lomba_2399
Lomba,142.3,2399,Trichomanes speciosum,4,spore,UPBR,Fern,Lomba_2399
Lomba,142.3,2399,Vaccinium cylindraceum,1,pollen,TRSH,Tree,Lomba_2399
Lomba,449.2,4648,Alnus glutinosa,1,pollen,TRSH,Tree,Lomba_4648
Lomba,449.2,4648,Angelica lignescens,5,pollen,UPHE,Herb,Lomba_4648
Lomba,449.2,4648,Asteraceae,1,pollen,UPHE,Herb,Lomba_4648
Lomba,449.2,4648,Bellis,1,pollen,UPHE,Herb,Lomba_4648
Lomba,449.2,4648,Calluna vulgaris,6,pollen,TRSH,Shrub,Lomba_4648
Lomba,449.2,4648,Culcita macrocarpa,21,spore,UPBR,Fern,Lomba_4648
Lomba,449.2,4648,Cyperaceae,32,pollen,UPHE,Aquatic,Lomba_4648
Lomba,449.2,4648,Erica azorica,3,pollen,TRSH,Shrub,Lomba_4648
Lomba,449.2,4648,Euphorbia,2,pollen,UPHE,Herb,Lomba_4648
Lomba,449.2,4648,Frangula azorica,1,pollen,TRSH,Tree,Lomba_4648
Lomba,449.2,4648,Hymenophyllum,2,spore,VACR,Fern,Lomba_4648
Lomba,449.2,4648,Hypericum foliosum,3,pollen,UPHE,Herb,Lomba_4648
Lomba,449.2,4648,Ilex perado subsp. azorica,16,pollen,TRSH,Tree,Lomba_4648
Lomba,449.2,4648,Isoetes azorica,1993,spore,AQVP,Aquatic,Lomba_4648
Lomba,449.2,4648,Juniperus brevifolia,185,pollen,TRSH,Tree,Lomba_4648
Lomba,449.2,4648,Littorella uniflora,4,pollen,AQVP,Aquatic,Lomba_4648
Lomba,449.2,4648,Lysimachia,2,pollen,UPHE,Herb,Lomba_4648
Lomba,449.2,4648,Myrica faya,3,pollen,TRSH,Tree,Lomba_4648
Lomba,449.2,4648,Myrsine africana,144,pollen,TRSH,Shrub,Lomba_4648
Lomba,449.2,4648,Ophioglossum lusitanicum,1,spore,VACR,Fern,Lomba_4648
Lomba,449.2,4648,Osmunda regalis,5,spore,VACR,Fern,Lomba_4648
Lomba,449.2,4648,Picconia azorica,31,pollen,TRSH,Tree,Lomba_4648
Lomba,449.2,4648,Poaceae,23,pollen,UPHE,Herb,Lomba_4648
Lomba,449.2,4648,Polypodium macaronesicum,1,spore,VACR,Fern,Lomba_4648
Lomba,449.2,4648,Potentilla,22,pollen,UPHE,Herb,Lomba_4648
Lomba,449.2,4648,Pteris incompleta,1,spore,VACR,Fern,Lomba_4648
Lomba,449.2,4648,Selaginella kraussiana,1,spore,VACR,Fern,Lomba_4648
Lomba,449.2,4648,Tolpis,5,pollen,UPHE,Herb,Lomba_4648
Lomba,449.2,4648,Trichomanes speciosum,15,spore,UPBR,Fern,Lomba_4648
Lomba,449.2,4648,Viburnum treleasei,6,pollen,TRSH,Tree,Lomba_4648
Lomba,482.7,5841,Calluna vulgaris,7,pollen,TRSH,Shrub,Lomba_5841
Lomba,482.7,5841,Culcita macrocarpa,43,spore,UPBR,Fern,Lomba_5841
Lomba,482.7,5841,Cyperaceae,30,pollen,UPHE,Aquatic,Lomba_5841
Lomba,482.7,5841,Erica azorica,5,pollen,TRSH,Shrub,Lomba_5841
Lomba,482.7,5841,Euphorbia,13,pollen,UPHE,Herb,Lomba_5841
Lomba,482.7,5841,Frangula azorica,2,pollen,TRSH,Tree,Lomba_5841
Lomba,482.7,5841,Hypericum foliosum,3,pollen,UPHE,Herb,Lomba_5841
Lomba,482.7,5841,Ilex perado subsp. azorica,25,pollen,TRSH,Tree,Lomba_5841
Lomba,482.7,5841,Isoetes azorica,1994,spore,AQVP,Aquatic,Lomba_5841
Lomba,482.7,5841,Juniperus brevifolia,212,pollen,TRSH,Tree,Lomba_5841
Lomba,482.7,5841,Lysimachia,4,pollen,UPHE,Herb,Lomba_5841
Lomba,482.7,5841,Myrica faya,2,pollen,TRSH,Tree,Lomba_5841
Lomba,482.7,5841,Myrsine africana,175,pollen,TRSH,Shrub,Lomba_5841
Lomba,482.7,5841,Osmunda regalis,21,spore,VACR,Fern,Lomba_5841
Lomba,482.7,5841,Picconia azorica,41,pollen,TRSH,Tree,Lomba_5841
Lomba,482.7,5841,Poaceae,23,pollen,UPHE,Herb,Lomba_5841
Lomba,482.7,5841,Potentilla,17,pollen,UPHE,Herb,Lomba_5841
Lomba,482.7,5841,Pteris incompleta,3,spore,VACR,Fern,Lomba_5841
Lomba,482.7,5841,Quercus,1,pollen,TRSH,Tree,Lomba_5841
Lomba,482.7,5841,Riccia,4,spore,AQBR,Liverwort,Lomba_5841
Lomba,482.7,5841,Scabiosa,1,pollen,UPHE,Herb,Lomba_5841
Lomba,482.7,5841,Selaginella kraussiana,4,spore,VACR,Fern,Lomba_5841
Lomba,482.7,5841,Tolpis,2,pollen,UPHE,Herb,Lomba_5841
Lomba,482.7,5841,Trichomanes speciosum,12,spore,UPBR,Fern,Lomba_5841
Lomba,482.7,5841,Vaccinium cylindraceum,1,pollen,TRSH,Tree,Lomba_5841
Lomba,482.7,5841,Viburnum treleasei,2,pollen,TRSH,Tree,Lomba_5841
Lomba,575.09,7575,Asteraceae,1,pollen,UPHE,Herb,Lomba_7575
Lomba,575.09,7575,Calluna vulgaris,5,pollen,TRSH,Shrub,Lomba_7575
Lomba,575.09,7575,Centaurium,1,pollen,UPHE,Herb,Lomba_7575
Lomba,575.09,7575,Culcita macrocarpa,21,spore,UPBR,Fern,Lomba_7575
Lomba,575.09,7575,Cyperaceae,13,pollen,UPHE,Aquatic,Lomba_7575
Lomba,575.09,7575,Erica azorica,5,pollen,TRSH,Shrub,Lomba_7575
Lomba,575.09,7575,Euphorbia,11,pollen,UPHE,Herb,Lomba_7575
Lomba,575.09,7575,Frangula azorica,2,pollen,TRSH,Tree,Lomba_7575
Lomba,575.09,7575,Huperzia selago,1,spore,VACR,Fern,Lomba_7575
Lomba,575.09,7575,Hypericum foliosum,2,pollen,UPHE,Herb,Lomba_7575
Lomba,575.09,7575,Ilex perado subsp. azorica,24,pollen,TRSH,Tree,Lomba_7575
Lomba,575.09,7575,Isoetes azorica,1231,spore,AQVP,Aquatic,Lomba_7575
Lomba,575.09,7575,Juniperus brevifolia,150,pollen,TRSH,Tree,Lomba_7575
Lomba,575.09,7575,Littorella uniflora,1,pollen,AQVP,Aquatic,Lomba_7575
Lomba,575.09,7575,Lysimachia,5,pollen,UPHE,Herb,Lomba_7575
Lomba,575.09,7575,Myrica faya,2,pollen,TRSH,Tree,Lomba_7575
Lomba,575.09,7575,Myrsine africana,136,pollen,TRSH,Shrub,Lomba_7575
Lomba,575.09,7575,Osmunda regalis,15,spore,VACR,Fern,Lomba_7575
Lomba,575.09,7575,Persicaria maculosa,1,pollen,UPHE,Herb,Lomba_7575
Lomba,575.09,7575,Picconia azorica,22,pollen,TRSH,Tree,Lomba_7575
Lomba,575.09,7575,Poaceae,21,pollen,UPHE,Herb,Lomba_7575
Lomba,575.09,7575,Potentilla,26,pollen,UPHE,Herb,Lomba_7575
Lomba,575.09,7575,Pteris incompleta,3,spore,VACR,Fern,Lomba_7575
Lomba,575.09,7575,Quercus,1,pollen,TRSH,Tree,Lomba_7575
Lomba,575.09,7575,Riccia,2,spore,AQBR,Liverwort,Lomba_7575
Lomba,575.09,7575,Selaginella kraussiana,2,spore,VACR,Fern,Lomba_7575
Lomba,575.09,7575,Tolpis,3,pollen,UPHE,Herb,Lomba_7575
Lomba,575.09,7575,Trichomanes speciosum,4,spore,UPBR,Fern,Lomba_7575
Lomba,575.09,7575,Viburnum treleasei,6,pollen,TRSH,Tree,Lomba_7575
Lomba,585.09,7575,Angelica lignescens,4,pollen,UPHE,Herb,Lomba_7575
Lomba,585.09,7575,Betula,1,pollen,TRSH,Tree,Lomba_7575
Lomba,585.09,7575,Culcita macrocarpa,22,spore,UPBR,Fern,Lomba_7575
Lomba,585.09,7575,Cyperaceae,17,pollen,UPHE,Aquatic,Lomba_7575
Lomba,585.09,7575,Erica azorica,1,pollen,TRSH,Shrub,Lomba_7575
Lomba,585.09,7575,Euphorbia,10,pollen,UPHE,Herb,Lomba_7575
Lomba,585.09,7575,Frangula azorica,3,pollen,TRSH,Tree,Lomba_7575
Lomba,585.09,7575,Hymenophyllum,2,spore,VACR,Fern,Lomba_7575
Lomba,585.09,7575,Hypericum foliosum,11,pollen,UPHE,Herb,Lomba_7575
Lomba,585.09,7575,Ilex perado subsp. azorica,12,pollen,TRSH,Tree,Lomba_7575
Lomba,585.09,7575,Isoetes azorica,2008,spore,AQVP,Aquatic,Lomba_7575
Lomba,585.09,7575,Juniperus brevifolia,222,pollen,TRSH,Tree,Lomba_7575
Lomba,585.09,7575,Myrica faya,1,pollen,TRSH,Tree,Lomba_7575
Lomba,585.09,7575,Myrsine africana,102,pollen,TRSH,Shrub,Lomba_7575
Lomba,585.09,7575,Picconia azorica,22,pollen,TRSH,Tree,Lomba_7575
Lomba,585.09,7575,Poaceae,4,pollen,UPHE,Herb,Lomba_7575
Lomba,585.09,7575,Potentilla,18,pollen,UPHE,Herb,Lomba_7575
Lomba,585.09,7575,Pteridium aquilinum,1,spore,VACR,Fern,Lomba_7575
Lomba,585.09,7575,Pteris incompleta,3,spore,VACR,Fern,Lomba_7575
Lomba,585.09,7575,Ranunculus cortusifolius,1,pollen,UPHE,Herb,Lomba_7575
Lomba,585.09,7575,Selaginella kraussiana,4,spore,VACR,Fern,Lomba_7575
Lomba,585.09,7575,Trichomanes speciosum,7,spore,UPBR,Fern,Lomba_7575
Lomba,585.09,7575,Viburnum treleasei,2,pollen,TRSH,Tree,Lomba_7575
Lomba,595.09,7751,Angelica lignescens,15,pollen,UPHE,Herb,Lomba_7751
Lomba,595.09,7751,Asteraceae,1,pollen,UPHE,Herb,Lomba_7751
Lomba,595.09,7751,Corylus avellana,1,pollen,TRSH,Tree,Lomba_7751
Lomba,595.09,7751,Culcita macrocarpa,25,spore,UPBR,Fern,Lomba_7751
Lomba,595.09,7751,Cyperaceae,26,pollen,UPHE,Aquatic,Lomba_7751
Lomba,595.09,7751,Euphorbia,15,pollen,UPHE,Herb,Lomba_7751
Lomba,595.09,7751,Frangula azorica,2,pollen,TRSH,Tree,Lomba_7751
Lomba,595.09,7751,Hedera azorica,6,pollen,TRSH,Shrub,Lomba_7751
Lomba,595.09,7751,Huperzia selago,1,spore,VACR,Fern,Lomba_7751
Lomba,595.09,7751,Hypericum foliosum,5,pollen,UPHE,Herb,Lomba_7751
Lomba,595.09,7751,Ilex perado subsp. azorica,7,pollen,TRSH,Tree,Lomba_7751
Lomba,595.09,7751,Isoetes azorica,6630,spore,AQVP,Aquatic,Lomba_7751
Lomba,595.09,7751,Juniperus brevifolia,65,pollen,TRSH,Tree,Lomba_7751
Lomba,595.09,7751,Myrsine africana,64,pollen,TRSH,Shrub,Lomba_7751
Lomba,595.09,7751,Ophioglossum azoricum,1,spore,VACR,Fern,Lomba_7751
Lomba,595.09,7751,Ophioglossum lusitanicum,3,spore,VACR,Fern,Lomba_7751
Lomba,595.09,7751,Picconia azorica,35,pollen,TRSH,Tree,Lomba_7751
Lomba,595.09,7751,Poaceae,9,pollen,UPHE,Herb,Lomba_7751
Lomba,595.09,7751,Potamogeton,1,pollen,AQVP,Aquatic,Lomba_7751
Lomba,595.09,7751,Potentilla,49,pollen,UPHE,Herb,Lomba_7751
Lomba,595.09,7751,Pteridium aquilinum,1,spore,VACR,Fern,Lomba_7751
Lomba,595.09,7751,Pteris incompleta,8,spore,VACR,Fern,Lomba_7751
Lomba,595.09,7751,Quercus,1,pollen,TRSH,Tree,Lomba_7751
Lomba,595.09,7751,Selaginella kraussiana,6,spore,VACR,Fern,Lomba_7751
Lomba,595.09,7751,Tolpis,1,pollen,UPHE,Herb,Lomba_7751
Lomba,595.09,7751,Trichomanes speciosum,5,spore,UPBR,Fern,Lomba_7751
Lomba,595.09,7751,Urtica,1,pollen,UPHE,Herb,Lomba_7751
Lomba,595.09,7751,Viburnum treleasei,5,pollen,TRSH,Tree,Lomba_7751
Lomba,605.09,7923,Ammi,3,pollen,UPHE,Herb,Lomba_7923
Lomba,605.09,7923,Angelica lignescens,4,pollen,UPHE,Herb,Lomba_7923
Lomba,605.09,7923,Culcita macrocarpa,69,spore,UPBR,Fern,Lomba_7923
Lomba,605.09,7923,Cyperaceae,37,pollen,UPHE,Aquatic,Lomba_7923
Lomba,605.09,7923,Erica azorica,2,pollen,TRSH,Shrub,Lomba_7923
Lomba,605.09,7923,Euphorbia,7,pollen,UPHE,Herb,Lomba_7923
Lomba,605.09,7923,Frangula azorica,4,pollen,TRSH,Tree,Lomba_7923
Lomba,605.09,7923,Hypericum foliosum,11,pollen,UPHE,Herb,Lomba_7923
Lomba,605.09,7923,Ilex perado subsp. azorica,6,pollen,TRSH,Tree,Lomba_7923
Lomba,605.09,7923,Isoetes azorica,10700,spore,AQVP,Aquatic,Lomba_7923
Lomba,605.09,7923,Juniperus brevifolia,118,pollen,TRSH,Tree,Lomba_7923
Lomba,605.09,7923,Littorella uniflora,2,pollen,AQVP,Aquatic,Lomba_7923
Lomba,605.09,7923,Mentha,1,pollen,UPHE,Herb,Lomba_7923
Lomba,605.09,7923,Myrsine africana,53,pollen,TRSH,Shrub,Lomba_7923
Lomba,605.09,7923,Ophioglossum azoricum,9,spore,VACR,Fern,Lomba_7923
Lomba,605.09,7923,Ophioglossum lusitanicum,1,spore,VACR,Fern,Lomba_7923
Lomba,605.09,7923,Picconia azorica,53,pollen,TRSH,Tree,Lomba_7923
Lomba,605.09,7923,Pinus,1,pollen,TRSH,Tree,Lomba_7923
Lomba,605.09,7923,Poaceae,6,pollen,UPHE,Herb,Lomba_7923
Lomba,605.09,7923,Potentilla,23,pollen,UPHE,Herb,Lomba_7923
Lomba,605.09,7923,Pteridium aquilinum,2,spore,VACR,Fern,Lomba_7923
Lomba,605.09,7923,Pteris incompleta,9,spore,VACR,Fern,Lomba_7923
Lomba,605.09,7923,Quercus,1,pollen,TRSH,Tree,Lomba_7923
Lomba,605.09,7923,Ranunculus cortusifolius,3,pollen,UPHE,Herb,Lomba_7923
Lomba,605.09,7923,Selaginella kraussiana,24,spore,VACR,Fern,Lomba_7923
Lomba,605.09,7923,Trichomanes speciosum,7,spore,UPBR,Fern,Lomba_7923
Lomba,615.09,8178,Ammi,2,pollen,UPHE,Herb,Lomba_8178
Lomba,615.09,8178,Cyperaceae,52,pollen,UPHE,Aquatic,Lomba_8178
Lomba,615.09,8178,Erica azorica,2,pollen,TRSH,Shrub,Lomba_8178
Lomba,615.09,8178,Euphorbia,6,pollen,UPHE,Herb,Lomba_8178
Lomba,615.09,8178,Frangula azorica,4,pollen,TRSH,Tree,Lomba_8178
Lomba,615.09,8178,Hypericum foliosum,13,pollen,UPHE,Herb,Lomba_8178
Lomba,615.09,8178,Ilex perado subsp. azorica,7,pollen,TRSH,Tree,Lomba_8178
Lomba,615.09,8178,Isoetes azorica,10055,spore,AQVP,Aquatic,Lomba_8178
Lomba,615.09,8178,Juniperus brevifolia,97,pollen,TRSH,Tree,Lomba_8178
Lomba,615.09,8178,Littorella uniflora,8,pollen,AQVP,Aquatic,Lomba_8178
Lomba,615.09,8178,Lycopodium clavatum,1,spore,VACR,Fern,Lomba_8178
Lomba,615.09,8178,Myrsine africana,52,pollen,TRSH,Shrub,Lomba_8178
Lomba,615.09,8178,Ophioglossum azoricum,2,spore,VACR,Fern,Lomba_8178
Lomba,615.09,8178,Picconia azorica,33,pollen,TRSH,Tree,Lomba_8178
Lomba,615.09,8178,Poaceae,6,pollen,UPHE,Herb,Lomba_8178
Lomba,615.09,8178,Potentilla,3,pollen,UPHE,Herb,Lomba_8178
Lomba,615.09,8178,Pteris incompleta,10,spore,VACR,Fern,Lomba_8178
Lomba,615.09,8178,Selaginella kraussiana,17,spore,VACR,Fern,Lomba_8178
Lomba,615.09,8178,Tolpis,1,pollen,UPHE,Herb,Lomba_8178
Lomba,615.09,8178,Trichomanes speciosum,12,spore,UPBR,Fern,Lomba_8178
Lomba,615.09,8178,Vaccinium cylindraceum,1,pollen,TRSH,Tree,Lomba_8178
Lomba,615.09,8178,Viburnum treleasei,1,pollen,TRSH,Tree,Lomba_8178
Lomba,625.2,15144,Amaranthaceae,1,pollen,UPHE,Herb,Lomba_15144
Lomba,625.2,15144,Ammi,1,pollen,UPHE,Herb,Lomba_15144
Lomba,625.2,15144,Angelica lignescens,3,pollen,UPHE,Herb,Lomba_15144
Lomba,625.2,15144,Bellis,1,pollen,UPHE,Herb,Lomba_15144
Lomba,625.2,15144,Calluna vulgaris,1,pollen,TRSH,Shrub,Lomba_15144
Lomba,625.2,15144,Cyperaceae,95,pollen,UPHE,Aquatic,Lomba_15144
Lomba,625.2,15144,Erica azorica,6,pollen,TRSH,Shrub,Lomba_15144
Lomba,625.2,15144,Euphorbia,9,pollen,UPHE,Herb,Lomba_15144
Lomba,625.2,15144,Frangula azorica,7,pollen,TRSH,Tree,Lomba_15144
Lomba,625.2,15144,Hymenophyllum,1,spore,VACR,Fern,Lomba_15144
Lomba,625.2,15144,Hypericum foliosum,11,pollen,UPHE,Herb,Lomba_15144
Lomba,625.2,15144,Ilex perado subsp. azorica,5,pollen,TRSH,Tree,Lomba_15144
Lomba,625.2,15144,Isoetes azorica,7680,spore,AQVP,Aquatic,Lomba_15144
Lomba,625.2,15144,Juniperus brevifolia,183,pollen,TRSH,Tree,Lomba_15144
Lomba,625.2,15144,Littorella uniflora,2,pollen,AQVP,Aquatic,Lomba_15144
Lomba,625.2,15144,Mentha,1,pollen,UPHE,Herb,Lomba_15144
Lomba,625.2,15144,Myrsine africana,78,pollen,TRSH,Shrub,Lomba_15144
Lomba,625.2,15144,Ophioglossum lusitanicum,1,spore,VACR,Fern,Lomba_15144
Lomba,625.2,15144,Osmunda regalis,1,spore,VACR,Fern,Lomba_15144
Lomba,625.2,15144,Picconia azorica,23,pollen,TRSH,Tree,Lomba_15144
Lomba,625.2,15144,Poaceae,3,pollen,UPHE,Herb,Lomba_15144
Lomba,625.2,15144,Potamogeton,3,pollen,AQVP,Aquatic,Lomba_15144
Lomba,625.2,15144,Potentilla,4,pollen,UPHE,Herb,Lomba_15144
Lomba,625.2,15144,Pteridium aquilinum,2,spore,VACR,Fern,Lomba_15144
Lomba,625.2,15144,Pteris incompleta,11,spore,VACR,Fern,Lomba_15144
Lomba,625.2,15144,Quercus,1,pollen,TRSH,Tree,Lomba_15144
Lomba,625.2,15144,Selaginella kraussiana,4,spore,VACR,Fern,Lomba_15144
Lomba,625.2,15144,Tolpis,3,pollen,UPHE,Herb,Lomba_15144
Lomba,625.2,15144,Trichomanes speciosum,3,spore,UPBR,Fern,Lomba_15144
Lomba,635.2,15370,Alnus glutinosa,1,pollen,TRSH,Tree,Lomba_15370
Lomba,635.2,15370,Angelica lignescens,6,pollen,UPHE,Herb,Lomba_15370
Lomba,635.2,15370,Asteraceae,5,pollen,UPHE,Herb,Lomba_15370
Lomba,635.2,15370,Centaurium,1,pollen,UPHE,Herb,Lomba_15370
Lomba,635.2,15370,Cyperaceae,24,pollen,UPHE,Aquatic,Lomba_15370
Lomba,635.2,15370,Isoetes azorica,3,spore,AQVP,Aquatic,Lomba_15370
Lomba,635.2,15370,Juniperus brevifolia,51,pollen,TRSH,Tree,Lomba_15370
Lomba,635.2,15370,Lycopodium madeirense,1,spore,UPBR,Fern,Lomba_15370
Lomba,635.2,15370,Mentha,1,pollen,UPHE,Herb,Lomba_15370
Lomba,635.2,15370,Ophioglossum lusitanicum,7,spore,VACR,Fern,Lomba_15370
Lomba,635.2,15370,Platanus,1,pollen,TRSH,Tree,Lomba_15370
Lomba,635.2,15370,Poaceae,92,pollen,UPHE,Herb,Lomba_15370
Lomba,635.2,15370,Polypodium macaronesicum,1,spore,VACR,Fern,Lomba_15370
Lomba,635.2,15370,Potentilla,33,pollen,UPHE,Herb,Lomba_15370
Lomba,635.2,15370,Pteridium aquilinum,2,spore,VACR,Fern,Lomba_15370
Lomba,635.2,15370,Quercus,1,pollen,TRSH,Tree,Lomba_15370
Lomba,635.2,15370,Scabiosa,1,pollen,UPHE,Herb,Lomba_15370
Lomba,635.2,15370,Silene vulgaris,3,pollen,UPHE,Herb,Lomba_15370
Lomba,635.2,15370,Taxus baccata,6,pollen,TRSH,Tree,Lomba_15370
Lomba,635.2,15370,Tolpis,4,pollen,UPHE,Herb,Lomba_15370
Lomba,645.2,15593,Angelica lignescens,6,pollen,UPHE,Herb,Lomba_15593
Lomba,645.2,15593,Apiaceae,1,pollen,UPHE,Herb,Lomba_15593
Lomba,645.2,15593,Artemisia,1,pollen,UPHE,Herb,Lomba_15593
Lomba,645.2,15593,Asteraceae,6,pollen,UPHE,Herb,Lomba_15593
Lomba,645.2,15593,Chaerophyllum azoricum,1,pollen,UPHE,Herb,Lomba_15593
Lomba,645.2,15593,Cyperaceae,49,pollen,UPHE,Aquatic,Lomba_15593
Lomba,645.2,15593,Erica azorica,1,pollen,TRSH,Shrub,Lomba_15593
Lomba,645.2,15593,Euphorbia,1,pollen,UPHE,Herb,Lomba_15593
Lomba,645.2,15593,Hypericum foliosum,1,pollen,UPHE,Herb,Lomba_15593
Lomba,645.2,15593,Juniperus brevifolia,115,pollen,TRSH,Tree,Lomba_15593
Lomba,645.2,15593,Mentha,10,pollen,UPHE,Herb,Lomba_15593
Lomba,645.2,15593,Ophioglossum lusitanicum,4,spore,VACR,Fern,Lomba_15593
Lomba,645.2,15593,Poaceae,143,pollen,UPHE,Herb,Lomba_15593
Lomba,645.2,15593,Potentilla,57,pollen,UPHE,Herb,Lomba_15593
Lomba,645.2,15593,Ranunculus cortusifolius,5,pollen,UPHE,Herb,Lomba_15593
Lomba,645.2,15593,Silene vulgaris,5,pollen,UPHE,Herb,Lomba_15593
Lomba,645.2,15593,Tolpis,4,pollen,UPHE,Herb,Lomba_15593
Lomba,645.2,15593,Ulmus,1,pollen,TRSH,Tree,Lomba_15593
Lomba,645.2,15593,Vaccinium cylindraceum,2,pollen,TRSH,Tree,Lomba_15593
Lomba,655.2,15795,Alnus glutinosa,1,pollen,TRSH,Tree,Lomba_15795
Lomba,655.2,15795,Amaranthaceae,1,pollen,UPHE,Herb,Lomba_15795
Lomba,655.2,15795,Angelica lignescens,7,pollen,UPHE,Herb,Lomba_15795
Lomba,655.2,15795,Asteraceae,18,pollen,UPHE,Herb,Lomba_15795
Lomba,655.2,15795,Betula,1,pollen,TRSH,Tree,Lomba_15795
Lomba,655.2,15795,Botrychium,3,spore,VACR,Fern,Lomba_15795
Lomba,655.2,15795,Cerastium fontanum,1,pollen,UPHE,Herb,Lomba_15795
Lomba,655.2,15795,Chaerophyllum azoricum,2,pollen,UPHE,Herb,Lomba_15795
Lomba,655.2,15795,Cyperaceae,22,pollen,UPHE,Aquatic,Lomba_15795
Lomba,655.2,15795,Juniperus brevifolia,105,pollen,TRSH,Tree,Lomba_15795
Lomba,655.2,15795,Mentha,7,pollen,UPHE,Herb,Lomba_15795
Lomba,655.2,15795,Picconia azorica,1,pollen,TRSH,Tree,Lomba_15795
Lomba,655.2,15795,Pinus,1,pollen,TRSH,Tree,Lomba_15795
Lomba,655.2,15795,Poaceae,137,pollen,UPHE,Herb,Lomba_15795
Lomba,655.2,15795,Potentilla,23,pollen,UPHE,Herb,Lomba_15795
Lomba,655.2,15795,Ranunculus cortusifolius,2,pollen,UPHE,Herb,Lomba_15795
Lomba,655.2,15795,Silene vulgaris,6,pollen,UPHE,Herb,Lomba_15795
Lomba,655.2,15795,Tolpis,5,pollen,UPHE,Herb,Lomba_15795
Lomba,665.2,15922,Angelica lignescens,3,pollen,UPHE,Herb,Lomba_15922
Lomba,665.2,15922,Artemisia,2,pollen,UPHE,Herb,Lomba_15922
Lomba,665.2,15922,Asteraceae,21,pollen,UPHE,Herb,Lomba_15922
Lomba,665.2,15922,Cardamine,1,pollen,UPHE,Herb,Lomba_15922
Lomba,665.2,15922,Cyperaceae,8,pollen,UPHE,Aquatic,Lomba_15922
Lomba,665.2,15922,Juniperus brevifolia,11,pollen,TRSH,Tree,Lomba_15922
Lomba,665.2,15922,Mentha,1,pollen,UPHE,Herb,Lomba_15922
Lomba,665.2,15922,Ophioglossum lusitanicum,4,spore,VACR,Fern,Lomba_15922
Lomba,665.2,15922,Pinus,2,pollen,TRSH,Tree,Lomba_15922
Lomba,665.2,15922,Poaceae,102,pollen,UPHE,Herb,Lomba_15922
Lomba,665.2,15922,Potentilla,19,pollen,UPHE,Herb,Lomba_15922
Lomba,665.2,15922,Scabiosa,1,pollen,UPHE,Herb,Lomba_15922
Lomba,665.2,15922,Silene vulgaris,4,pollen,UPHE,Herb,Lomba_15922
