age_ce,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,Rmean,Rmed
125,-0.0291915,-0.3666264,-0.3692392,-0.7035211,-0.231,-0.2069313,-0.4489461,0.23,0.12496608,0.08931701,-0.2393985,-0.398,-0.12377,-0.8078324,-0.1237016,-0.2402583,-0.231
126,0.1906036,-0.4295055,-0.381296,-1.3373722,-0.192,-0.1678466,-0.513208,0,0.05499032,0.08978282,-0.2460398,-0.424,-0.32743,-0.926646,-0.0234398,-0.3088938,-0.2460398
127,0.1906036,-0.379691,-0.3390663,-1.2413348,-0.259,-0.1823287,-0.5077581,0.03,0.1697915,0.1059924,-0.2122029,-0.399,-0.2614,-0.9127622,-0.0231816,-0.2814225,-0.259
128,0.21827531,-0.4254961,-0.487591,-1.457666,-0.38,-0.1738761,-0.5768234,-0.07,-0.0702126,0.09007283,-0.256325,-0.404,-0.30745,-0.9557212,-0.0751725,-0.3554657,-0.30745
129,0.32697144,-0.3514091,-0.4078267,-1.4010245,-0.383,-0.1327753,-0.5003344,0.28,0.16470389,0.21308102,-0.1422759,-0.328,0.026943,-0.9072262,-0.0679848,-0.2406772,-0.1422759
130,0.35124879,-0.3251981,-0.4903052,-1.1082925,-0.101,-0.1445236,-0.5493615,-0.12,-0.0163926,0.16825174,-0.1721506,-0.407,0.072485,-0.9899444,0.0204019,-0.2541187,-0.1445236
131,0.26452695,-0.2798533,-0.4391775,-1.2282757,0.048,-0.1417338,-0.5105743,-0.04,0.13495686,0.27179052,-0.0981025,-0.318,-0.0049916,-0.8179506,0.05608275,-0.2068868,-0.0981025
132,-0.1459564,-0.4177918,-0.1149927,-1.5578227,0.095,-0.2452611,-0.5649637,-0.16,-0.1732157,-0.0245889,-0.1860637,-0.357,-0.16907,-0.9311216,-0.2424002,-0.3463499,-0.1860637
133,-0.4614025,-0.6290917,-0.5557716,-1.5940707,-0.446,-0.3519785,-0.5755688,-0.33,-0.1380359,-0.4676854,-0.3742629,-0.475,-0.52053,-0.8475161,-0.3373642,-0.5402852,-0.4676854
134,-0.1245524,-0.6040004,-0.6732624,-2.5898115,-0.262,-0.3351971,-0.6331032,-0.24,-0.1083423,-0.4864528,-0.4140858,-0.543,-0.90739,-1.1285283,-0.1274559,-0.6118121,-0.4864528
135,-0.029171,-0.3557345,-0.3238448,-1.168424,-0.061,-0.2252778,-0.5353591,-0.22,0.08904562,0.10631106,-0.1584666,-0.354,-0.19537,-0.9898448,-0.1204169,-0.3027702,-0.22
136,-0.1309246,-0.4224989,-0.2997359,-1.1535094,-0.239,-0.2140043,-0.6145104,-0.29,-0.1798509,0.0191703,-0.2037272,-0.379,-0.246,-0.6730705,-0.1783971,-0.3470039,-0.246
137,-0.1979895,-0.560309,-0.5394071,-1.9081762,-0.18,-0.25558,-0.6010456,-0.01,-0.0079646,-0.2742531,-0.3505258,-0.424,-0.69463,-0.8402573,-0.0582848,-0.4601615,-0.3505258
138,-0.4593113,-0.5630658,-0.523134,-1.2577038,0.266,-0.3824881,-0.6350772,-0.13,-0.237601,-0.3909965,-0.3235215,-0.412,-0.59978,-0.849129,-0.1959551,-0.4462509,-0.412
139,0.04483165,-0.3102502,-0.2652507,-0.9490991,0.192,-0.2231791,-0.3846656,0.07,0.37309057,0.22970595,-0.0626214,-0.264,-0.047787,-0.9129423,0.09016051,-0.1613338,-0.0626214
140,-0.0314896,-0.3384124,-0.4150564,-1.2906824,-0.069,-0.1490121,-0.3612925,-0.36,0.26948864,0.12584281,-0.1553972,-0.377,-0.1497,-0.7425915,0.03968053,-0.2669748,-0.1553972
141,-0.0527245,-0.3507988,-0.4107134,-1.7345312,-0.126,-0.1660251,-0.4198386,-0.21,0.22059509,-0.0331704,-0.1960886,-0.3,-0.39717,-1.0892963,0.0115931,-0.3502779,-0.21
142,-0.5139288,-0.385003,-0.5734807,-1.6697585,-0.179,-0.2442966,-0.4536129,-0.19,0.18195636,-0.1686986,-0.2618745,-0.375,-0.64017,-0.866785,-0.0244528,-0.4242737,-0.375
143,0.15120887,-0.3752176,-0.324188,-2.4438273,-0.041,-0.2685109,-0.5634895,-0.14,-0.0565806,-0.248543,-0.2141611,-0.357,-0.61088,-0.9076064,-0.0748924,-0.4316459,-0.2685109
144,0.11143559,-0.3118808,-0.2416257,-1.3435231,-0.066,-0.2005683,-0.5468811,-0.14,-0.0903958,0.14796784,-0.182572,-0.376,-0.16336,-0.7438058,-0.1809145,-0.2885416,-0.182572
145,-0.1103989,-0.3296535,-0.3773293,-1.1271895,-0.247,-0.2533328,-0.4807833,-0.21,0.181999,0.08017363,-0.1477867,-0.351,-0.27436,-0.7185364,-0.0614224,-0.295108,-0.2533328
146,-0.5354528,-0.6390741,-0.769003,-1.8799603,-0.272,-0.427873,-0.6592877,0.15,-0.2922494,-0.6542029,-0.4803572,-0.579,-1.0129,-0.9389925,-0.3360445,-0.6217598,-0.579
147,0.1906036,-0.2047983,-0.3084411,-1.055464,-0.181,-0.1451956,-0.4096358,0.27,0.39050302,0.35495639,-0.0314195,-0.262,0.034754,-0.8897794,-0.0270469,-0.1515976,-0.1451956
148,-0.547838,-0.5727699,-0.5415071,-1.7635133,-0.146,-0.3973285,-0.7016075,0.16,-0.3635045,-0.4718233,-0.3603722,-0.431,-0.88998,-1.102563,-0.3868936,-0.5677801,-0.4718233
149,0.2238773,-0.2401712,-0.1795679,-1.2511707,-0.33,-0.1559798,-0.4969368,-0.21,0.10327176,0.24981777,-0.0457118,-0.213,0.035851,-0.9874752,-0.1164825,-0.2409119,-0.1795679
150,-0.7196348,-0.5664812,-0.4653799,-2.2829823,-0.588,-0.3576813,-0.7953361,-0.15,-0.4392916,-0.4743387,-0.352117,-0.415,-0.9096,-1.0816344,-0.3246456,-0.6614749,-0.4743387
151,-0.1425025,-0.6232246,-0.6114134,-2.5601222,-0.235,-0.341481,-0.7777519,-0.17,-0.3872283,-0.4968887,-0.4116208,-0.47,-1.0074,-1.1562058,-0.1772674,-0.6378738,-0.47
152,-0.2418194,-0.4722696,-0.5274758,-1.2414766,0.047,-0.3505566,-0.647922,-0.05,-0.1521461,-0.1875163,-0.3078376,-0.403,-0.69539,-0.8447785,-0.0715822,-0.4097847,-0.3505566
153,-0.0191658,-0.3497353,-0.5579701,-1.0558827,-0.022,-0.2628629,-0.5109415,-0.19,0.07579345,-0.1237677,-0.2361417,-0.426,-0.34836,-0.9492803,-0.1726368,-0.3432634,-0.2628629
154,-0.3642793,-0.5997798,-0.6249328,-1.1507416,0.085,-0.3891823,-0.6323889,0.05,-0.2112649,-0.3209673,-0.3594199,-0.443,-0.49134,-0.7733906,-0.159259,-0.4256631,-0.3891823
155,-0.0010958,-0.2649728,-0.1078673,-1.5734076,0.265,-0.223296,-0.6307593,0.09,-0.2179143,0.18638014,-0.1074481,-0.278,-0.26723,-0.9619247,-0.1572418,-0.2833185,-0.2179143
156,0.17638316,-0.3928234,-0.4385143,-1.2026566,-0.063,-0.2650265,-0.7147263,0.29,-0.2647687,-0.0383989,-0.2255665,-0.342,-0.17739,-0.9120815,-0.1158658,-0.312429,-0.2647687
157,-0.2513757,-0.3617436,-0.4546204,-0.9412992,-0.1,-0.2867183,-0.6335557,0.04,-0.1961551,-0.0112394,-0.2151443,-0.203,-0.22556,-0.8344826,-0.0815803,-0.3170983,-0.22556
158,-0.3101497,-0.4791939,-0.5277217,-1.2772548,0.176,-0.3003514,-0.6742078,-0.04,-0.3045935,-0.249119,-0.2659157,-0.337,-0.2703,-1.0184084,-0.0138891,-0.392807,-0.3045935
159,-0.1158928,-0.3472807,-0.4442807,-1.1641129,0.252,-0.4040461,-0.6672121,0.06,-0.2303786,-0.4194727,-0.2669366,-0.313,-0.64113,-0.8044919,-0.0354751,-0.3694473,-0.3472807
160,0.62421269,-0.0735739,-0.0637252,-1.4618605,0.075,-0.1256514,-0.5829374,0.08,-0.1038396,0.35799785,0.02691654,-0.174,0.012962,-0.9544271,0.04087704,-0.1548033,-0.0637252
161,0.5967609,-0.0089975,-0.0180659,-0.8444327,-0.239,-0.0762974,-0.4374497,0.11,0.15074045,0.57613034,0.09338944,-0.066,0.49381,-0.7136488,0.07829151,-0.020318,-0.0089975
162,-0.1748637,-0.4982149,-0.3315396,-1.375722,-0.089,-0.3362752,-0.6756065,-0.12,-0.5019567,-0.2563188,-0.3387652,-0.428,-0.30558,-0.9434568,-0.2570677,-0.4421578,-0.3362752
163,0.12230315,-0.4296105,-0.3955914,-1.0187984,0.228,-0.3081461,-0.5326538,-0.22,-0.0677573,-0.1965965,-0.2073082,-0.357,-0.3236,-0.7352295,0.02466538,-0.2944882,-0.3081461
164,0.05981072,-0.3876166,-0.2696187,-1.3303825,-0.029,-0.3692666,-0.6136995,-0.13,-0.227989,-0.298312,-0.206123,-0.337,-0.3896,-1.1847907,-0.2014745,-0.3943375,-0.298312
165,0.06911376,-0.427341,-0.4609625,-2.4710815,-0.257,-0.3036071,-0.7669158,0.19,-0.3419857,-0.301039,-0.285107,-0.363,-0.77013,-1.1685067,-0.1265402,-0.5189402,-0.3419857
166,-0.7380296,-0.5237567,-0.6716873,-1.7082104,-0.053,-0.458747,-0.727778,0.05,-0.3244208,-0.6346339,-0.3783898,-0.452,-1.0083,-1.0302319,-0.068458,-0.5818429,-0.5237567
167,-0.2326168,-0.0833456,0.09706781,-0.853791,-0.071,-0.214194,-0.5988663,0.15,0.02243588,0.44442393,0.08319914,-0.178,0.14278,-0.8789815,0.10229956,-0.1379059,-0.071
168,-0.2442085,-0.3599652,-0.4623833,-1.0633067,-0.213,-0.2666627,-0.6252994,-0.01,-0.0741723,0.03714499,-0.2020141,-0.304,-0.20486,-0.913369,-0.0121908,-0.3278858,-0.2442085
169,-0.1945206,-0.4318331,-0.6176144,-1.0646885,-0.045,-0.3396499,-0.6155531,-0.67,-0.2349892,-0.3752242,-0.344386,-0.372,-0.49276,-0.9211801,-0.1102228,-0.4553081,-0.3752242
170,-0.2581166,-0.4962308,-0.3640274,-1.5222701,-0.118,-0.388278,-0.6747351,-0.16,-0.2870696,-0.6079791,-0.3337458,-0.36,-0.69083,-0.9911361,-0.1297128,-0.4921421,-0.3640274
171,-0.1682271,-0.5408715,-0.4753842,-1.2550814,-0.063,-0.3551376,-0.7409414,-0.01,-0.4088681,-0.3516473,-0.3945102,-0.408,-0.35121,-0.9640995,-0.2411289,-0.4485405,-0.3945102
172,-0.3152433,-0.6912631,-0.6612026,-0.7655876,0.079,-0.5291559,-0.8046088,-0.39,-0.4135588,-0.725053,-0.4543986,-0.51,-0.26872,-1.1052441,-0.2630328,-0.5212046,-0.51
173,-0.9703919,-0.565165,-0.2175134,-1.3264946,-0.319,-0.4149454,-0.7579278,-0.76,-0.4075342,-0.4006028,-0.3276994,-0.442,-0.35366,-0.8757941,-0.2829536,-0.5614455,-0.4149454
174,-0.2941234,-0.826518,-0.8079873,-2.1999773,-0.447,-0.4891079,-0.9252105,-0.64,-0.7261272,-0.8768467,-0.5940414,-0.638,-1.0897,-0.962468,-0.2239671,-0.7827383,-0.7261272
175,-0.5633775,-0.6682914,-0.6784804,-1.696715,-0.437,-0.4764791,-0.8124231,-0.17,-0.5261681,-0.5941113,-0.4866981,-0.587,-0.7243,-0.7510455,-0.2772737,-0.6299575,-0.587
176,-0.9969866,-0.8802204,-0.8940613,-2.1659339,-0.442,-0.5331228,-0.954672,-0.33,-0.800681,-1.0849369,-0.650768,-0.651,-1.1145,-1.1577845,-0.4062192,-0.8708591,-0.8802204
177,-1.0206586,-0.893296,-0.7363941,-1.6553285,-0.281,-0.598903,-0.9618397,0.03,-0.8570728,-1.089822,-0.6501244,-0.673,-0.93484,-1.1198098,-0.4985018,-0.7960394,-0.8570728
178,-0.3469806,-0.665755,-0.5340767,-1.5079763,-0.38,-0.3783644,-0.7906676,0.04,-0.5698582,-0.5162666,-0.4434157,-0.46,-0.45362,-0.8401767,-0.3036357,-0.5433862,-0.46
179,-0.3170875,-0.7705098,-0.7373237,-1.8759609,-0.238,-0.4010237,-0.7789248,0.18,-0.675029,-0.7484318,-0.5843608,-0.53,-0.64268,-0.8558027,-0.5118516,-0.6324657,-0.64268
180,-0.3887775,-0.6990161,-0.5684336,-1.7556322,-0.038,-0.4850743,-0.730545,-0.27,-0.5176486,-1.0543004,-0.5390085,-0.547,-0.95539,-0.8307675,-0.3522748,-0.6487912,-0.547
181,-0.5471894,-0.7496897,-0.8549957,-1.5267011,-0.427,-0.4885103,-0.6550268,-0.12,-0.3292609,-0.9631977,-0.562468,-0.577,-0.76237,-0.574937,-0.2964427,-0.628986,-0.574937
182,0.01939324,-0.5620426,-0.5209927,-1.9718858,-0.233,-0.2977575,-0.5912416,-0.18,-0.1691052,-0.5496261,-0.3774332,-0.49,-0.76366,-0.815002,-0.0818014,-0.5056103,-0.49
183,-0.1586756,-0.3369347,-0.3095363,-1.0863815,-0.157,-0.1853998,-0.5354145,-0.15,0.06365613,0.12675655,-0.1711645,-0.383,0.036631,-0.9790367,0.01849894,-0.2804667,-0.1711645
184,-0.499786,-0.5231983,-0.6231369,-1.4585782,-0.149,-0.3525049,-0.7299418,-0.15,-0.3058163,-0.4238877,-0.3639134,-0.516,-0.49519,-0.9146663,-0.0572809,-0.5041934,-0.49519
185,0.03211244,-0.2645875,-0.2473308,-1.1462194,-0.066,-0.1430307,-0.5467966,0.35,0.00259663,0.15821678,-0.1154866,-0.393,0.18188,-0.8281246,-0.065151,-0.2060614,-0.1154866
186,0.04136277,-0.3644212,-0.554315,-1.0470444,-0.293,-0.2958585,-0.5814505,-0.19,-0.0540381,-0.192666,-0.2288347,-0.418,-0.40331,-0.7192069,0.02800396,-0.3515186,-0.2958585
187,0.30152827,-0.3002103,-0.5023676,-1.1263594,-0.107,-0.1300173,-0.541863,-0.1,-0.0411805,0.05683669,-0.1742322,-0.345,0.066535,-0.8364503,-0.0450898,-0.2549914,-0.1300173
188,-0.2045166,-0.1912361,-0.5814769,-0.4674531,0.114,-0.2604302,-0.3726159,0.29,0.24508162,-0.0869425,-0.1106788,-0.208,-0.28688,-0.6301443,0.16707393,-0.1722813,-0.2045166
189,0.30730973,-0.2452538,-0.4101573,-1.109574,-0.21,-0.2145011,-0.4680115,-0.11,0.11678313,0.01994507,-0.153728,-0.277,-0.081684,-0.6659984,0.01422763,-0.2325095,-0.21
190,0.00586053,-0.1923002,-0.4465281,-1.2896811,0.186,-0.1759535,-0.4775099,-0.21,0.09569573,-0.0118954,-0.1589038,-0.264,-0.4996,-0.6938933,0.2445889,-0.259208,-0.1923002
191,0.27724616,0.03727467,0.13491608,-0.4088172,0.008,-0.117197,-0.3197225,0,0.42689145,0.56013097,0.10241476,-0.07,0.45645,-0.9155303,0.04050054,0.01417052,0.03727467
192,0.66841906,-0.1118469,-0.3231602,-1.1589994,-0.565,-0.124962,-0.3432998,0.12,0.40408109,0.01669983,-0.085386,-0.167,-0.091225,-0.6395432,0.21101268,-0.146014,-0.1118469
193,-0.0602495,-0.0799699,-0.220188,-1.1254428,-0.448,-0.0870363,-0.4493012,-0.21,0.25209465,0.31965976,0.00588346,-0.121,0.18664,-0.6196408,0.17126091,-0.165686,-0.0870363
194,0.31814912,-0.1504517,-0.2723314,-1.283139,-0.264,-0.1673998,-0.4256259,0.02,0.15604412,0.06792359,-0.0800641,-0.163,-0.28384,-0.8115607,0.04359322,-0.2197135,-0.163
195,0.15403048,-0.1196063,-0.3901549,-1.1605242,-0.101,-0.1339664,-0.4874754,0.12,0.22478319,0.10874686,-0.0881163,-0.161,-0.12436,-0.8169932,0.21247383,-0.1842108,-0.1196063
196,0.2187336,-0.1286958,-0.5544142,-1.1639955,0.414,-0.2661884,-0.407708,0.2,0.31915888,-0.3433034,-0.1530937,-0.23,-0.58718,-0.6149427,0.1996126,-0.2065344,-0.23
197,-0.0220243,-0.0210655,-0.1133112,-0.822282,0.225,-0.2508197,-0.5471351,0.35,0.28261026,0.15734916,0.02938453,-0.137,-0.095183,-0.9715945,0.21118944,-0.1149921,-0.0220243
198,-0.2662107,-0.234116,-0.4209424,-0.9990058,-0.204,-0.2587601,-0.5962869,-0.05,0.03285509,-0.1138035,-0.2024625,-0.215,-0.22142,-0.8714143,0.02452419,-0.3064029,-0.22142
199,-0.4588518,-0.5627184,-0.699754,-1.1309217,-0.317,-0.4256717,-0.6784184,0.04,-0.2046761,-0.7468836,-0.4660976,-0.417,-0.60763,-0.6773581,-0.1251644,-0.4985431,-0.4660976
200,-0.0893609,-0.2012047,-0.4179772,-1.0181974,-0.165,-0.1849886,-0.5513576,-0.1,-0.0820869,0.07620188,-0.1569313,-0.223,-0.26318,-0.5561959,0.06072397,-0.2581703,-0.1849886
201,-0.3772146,-0.3098691,-0.2131554,-1.0215882,0.043,-0.2777634,-0.6209557,0.11,-0.136009,-0.113622,-0.1832969,-0.207,-0.20493,-0.8420359,-0.0380076,-0.2928299,-0.207
202,-0.376143,-0.2010137,-0.2715907,-0.8650985,-0.268,-0.2439897,-0.6013055,0,-0.0799063,-0.0146954,-0.125066,-0.159,-0.26291,-0.7741418,0.14662674,-0.2730822,-0.2439897
203,-0.037265,-0.3930743,-0.5257852,-1.1305127,-0.211,-0.2707672,-0.5797485,-0.2,-0.1463487,-0.2907284,-0.3179927,-0.265,-0.3204,-0.5549716,0.0192979,-0.3482864,-0.2907284
204,-0.4555781,-0.4333325,-0.4388932,-0.9444216,0.092,-0.3157885,-0.6796511,0.54,-0.2495893,-0.2961617,-0.3198996,-0.289,-0.52726,-0.5658002,0.14173437,-0.3161094,-0.3198996
205,0.13554849,-0.2388626,-0.4028788,-0.7335847,0.161,-0.1602117,-0.5374758,0.49,-0.1132354,0.05675583,-0.1680322,-0.238,0.044417,-0.6836312,0.13459755,-0.1502396,-0.1602117
206,0.6540846,-0.230337,-0.3021113,-0.3733771,0.156,-0.1965462,-0.4538245,-0.16,0.11056559,0.05902494,-0.1089094,-0.159,0.29414,-0.720252,0.03372896,-0.0931209,-0.159
207,-0.2176464,-0.4551395,-0.4257507,-1.1189897,-0.303,-0.3554519,-0.6973461,-0.16,-0.3600197,-0.4041508,-0.3511165,-0.335,-0.58087,-0.8152236,-0.1009305,-0.4453757,-0.3600197
208,-0.0387478,-0.6218035,-0.5692934,-1.5222634,-0.216,-0.313799,-0.79664,-0.42,-0.4326643,-0.4990453,-0.4534226,-0.387,-0.59036,-0.6807478,-0.1203628,-0.51081,-0.4534226
209,-0.1933643,-0.3344374,-0.4274151,-1.003642,0.308,-0.3745266,-0.6013635,-0.08,0.02432273,-0.6465215,-0.3172177,-0.295,-0.79291,-0.5865887,0.07515893,-0.3497003,-0.3344374
210,-0.4408106,-0.4324459,-0.6699132,-0.4379839,0.128,-0.4028952,-0.4992645,-0.06,0.06575799,-0.5596784,-0.3559211,-0.359,-0.33515,-0.6332509,-0.1137985,-0.3404236,-0.4028952
211,-0.1414781,-0.3468309,-0.2550657,-1.3041578,-0.105,-0.2481749,-0.6738372,-0.21,-0.1940027,-0.3238501,-0.3082928,-0.295,-0.46962,-0.6339489,0.05700412,-0.3634837,-0.295
212,0.00551775,-0.2272931,-0.1795273,-0.7090463,0.291,-0.2385592,-0.4855717,-0.04,0.18452986,-0.1196677,-0.1428733,-0.225,-0.10727,-0.5358984,0.10628795,-0.1615581,-0.1428733
213,-0.0707975,-0.0168082,0.06820689,-0.5933938,0.194,-0.1213669,-0.4459766,0,0.25983976,0.3065529,0.03390709,-0.15,0.35717,-0.6342842,0.10255694,-0.0473596,0
214,0.5963825,0.01669052,0.006733,-0.9198027,-0.043,-0.0628552,-0.3863753,-0.03,0.43304494,0.26499704,0.01874171,-0.016,0.068002,-0.5229633,0.32365593,-0.0168499,0.006733
215,0.43190041,-0.1438763,-0.106099,-1.0618529,-0.116,-0.1228413,-0.4564463,-0.47,0.13065624,-0.0222496,-0.1452861,-0.173,-0.1604,-0.6064399,0.13456342,-0.1924914,-0.1438763
216,0.04321066,-0.2257218,-0.3227351,-0.9596177,-0.338,-0.2090626,-0.5358829,-0.35,0.156661,-0.3135301,-0.236255,-0.219,-0.44448,-0.549824,0.25205522,-0.2834788,-0.3135301
217,-0.2287726,-0.3131533,-0.5625863,-0.9807956,-0.211,-0.2391985,-0.4829623,0.76,0.04713816,-0.4357873,-0.3036803,-0.297,-0.47167,-0.6896815,0.01152179,-0.2931752,-0.3036803
218,-0.5145513,-0.2600631,-0.4221303,-1.0752525,-0.017,-0.2479159,-0.6520808,0.83,-0.1186623,-0.3541896,-0.2682642,-0.285,-0.57234,-0.5473968,0.28766845,-0.2811452,-0.285
219,0.00274802,-0.2455038,-0.3226912,-1.0738032,0.11,-0.2439662,-0.6393227,-0.04,-0.1456956,-0.3883519,-0.2504469,-0.272,-0.65872,-0.5458481,0.18420969,-0.3019594,-0.2504469
220,-0.3875531,-0.3911282,-0.3682931,-1.5315125,-0.274,-0.2902725,-0.8023672,-0.37,-0.3782564,-0.5097012,-0.3300365,-0.374,-0.79206,-0.6677307,0.05971702,-0.4938129,-0.3782564
221,-0.4038093,-0.4722641,-0.3478092,-1.8732583,-0.331,-0.2823662,-0.8931482,-0.11,-0.544822,-0.6348717,-0.4026644,-0.485,-0.72333,-0.6790756,0.04755119,-0.5423912,-0.4722641
222,0.10753589,-0.1227794,-0.2248329,-1.1588661,-0.041,-0.1694942,-0.5500043,0.43,0.04135812,-0.1278981,-0.157397,-0.266,-0.32629,-0.6437593,0.12918308,-0.2053496,-0.157397
223,-0.513657,-0.4701047,-0.5534078,-1.2009703,0.17,-0.3529391,-0.7488939,-0.01,-0.3316986,-0.6517999,-0.4049021,-0.35,-0.7385,-0.6642349,-0.0438981,-0.4576671,-0.4701047
224,-0.1985277,-0.159016,-0.4229191,-1.2095146,0.132,-0.2155683,-0.5208641,0.36,0.14784828,-0.2143461,-0.1464773,-0.169,-0.53305,-0.6901562,-0.0392932,-0.2585923,-0.1985277
225,0.20786869,0.00668607,-0.1789945,-0.6126895,0.017,-0.0688276,-0.4072067,0.24,0.36243115,0.17457942,0.03770375,-0.093,0.019037,-0.5091796,0.19490554,-0.0406458,0.017
226,0.43849954,-0.0027322,-0.0983414,-0.5794139,0.073,-0.026892,-0.3280871,0.2,0.41431478,0.24542783,0.06196025,-0.102,0.26969,-0.5017595,0.23716336,0.02005531,0.06196025
227,0.51631406,-0.0213257,-0.1305669,-0.8084233,-0.2,-0.0450965,-0.4023174,0.08,0.16868996,0.12391886,0.06033022,-0.188,0.165,-0.6269762,0.03755384,-0.0847266,-0.0213257
228,-0.434041,-0.3847768,-0.6057422,-1.2432245,-0.399,-0.2404343,-0.5838566,-0.04,-0.082405,-0.7155064,-0.2988157,-0.303,-0.70219,-0.5876319,0.03706489,-0.438904,-0.399
229,0.29094485,-0.0149372,-0.2648838,-0.6495936,-0.068,-0.0510649,-0.2856687,0.57,0.48119216,0.0681465,0.0430438,-0.095,-0.068086,-0.5308566,0.15323557,-0.0281019,-0.0510649
230,0.22996131,-0.2130177,-0.3186671,-1.0963153,-0.246,-0.1502783,-0.5469845,0.11,-0.0556725,-0.181865,-0.1608665,-0.288,-0.47828,-0.583443,0.11680775,-0.2575081,-0.2130177
231,0.16855479,-0.2672773,-0.3240041,-0.9846861,-0.194,-0.1118395,-0.4908893,0.18,0.00301859,-0.0989554,-0.1417907,-0.309,-0.011665,-0.6556488,-0.1167414,-0.2236616,-0.1417907
232,-0.3344318,-0.3431916,-0.398903,-0.8984686,-0.043,-0.204844,-0.6186145,0.13,-0.1776962,-0.4043863,-0.2766221,-0.337,-0.37964,-0.5398598,0.05163547,-0.3183348,-0.337
233,0.36240398,-0.1439857,-0.177371,-1.0595363,-0.11,-0.1091803,-0.4252916,0.23,0.10456854,-0.2465264,-0.1003938,-0.134,-0.1765,-0.5462781,0.05455519,-0.165169,-0.134
234,0.38454935,-0.0185157,-0.1814834,-0.899069,-0.347,-0.0120182,-0.2818279,0.15,0.50814552,0.09461835,0.01565961,-0.075,0.037517,-0.4589541,0.22168546,-0.0574462,-0.0120182
235,0.40263078,-0.0631235,-0.1767688,-1.2394737,-0.439,-0.0038458,-0.4473182,0.14,0.27899625,-0.0550109,-0.0763261,-0.143,-0.20564,-0.5367553,0.30080933,-0.1509217,-0.0763261
236,0.2286825,-0.055934,-0.0674491,-1.3415884,-0.371,-0.0381244,-0.5017982,-0.59,0.1704168,-0.0429277,-0.0179671,-0.125,-0.38195,-0.5914358,0.33144232,-0.2263089,-0.0674491
237,-0.2338028,-0.1668662,-0.3460026,-0.9928249,-0.149,-0.1960045,-0.4765097,-0.46,0.04797698,-0.5402441,-0.1748962,-0.195,-0.77757,-0.5420621,0.20051663,-0.333486,-0.2338028
238,0.19283691,-0.0236904,-0.1361283,-0.7072969,0.315,-0.0765062,-0.4607193,-0.5,0.20169485,0.00332071,0.02740847,-0.079,-0.12144,-0.4230831,0.30187856,-0.0990483,-0.0765062
239,0.16301702,0.07087768,-0.0289914,-0.454079,0.37,-0.0757631,-0.3544646,0.55,0.51243021,0.14690255,0.15879132,-0.023,0.047486,-0.3921216,0.32129675,0.06749212,0.07087768
240,0.03900272,0.1182943,-0.2419897,-0.1019467,0.162,-0.0508681,-0.2320709,0.34,0.6239391,0.13161705,0.19510271,0.025,0.20631,-0.4235077,0.38949653,0.07869195,0.1182943
241,0.15941107,-0.0056705,-0.1397492,-0.5159667,0.286,-0.0815135,-0.3892071,0.56,0.27725127,0.01695151,0.01917498,-0.094,-0.1482,-0.4348609,0.3559362,-0.0089629,-0.0056705
242,0.44722095,0.39328452,0.17186997,0.16135256,0.239,0.07614633,-0.0745883,0.37,1.01865485,0.72073081,0.4567199,0.112,0.76355,-0.4937144,0.44835085,0.3207052,0.37
243,0.06911376,0.04153877,0.02017016,-0.7310731,-0.123,-0.0116132,-0.4654736,0.62,0.23554572,0.14909632,0.0760874,0.025,0.054231,-0.5206458,0.4480452,-0.0075318,0.04153877
244,-0.0506932,-0.013775,-0.0961805,-0.4723117,-0.076,-0.0592009,-0.4860612,0.36,0.18479175,0.09636396,0.02288127,-0.096,0.09683,-0.4933671,0.38341387,-0.0466206,-0.0506932
245,0.34993713,0.23431288,-0.0420946,0.10835192,0.386,0.04995077,-0.1583763,0.56,0.73571251,0.52804622,0.28252583,0.024,0.70961,-0.4558971,0.46836163,0.2520294,0.28252583
246,0.42857886,0.43719352,0.34038337,0.03406429,0.372,0.10284637,-0.1905912,0.4,0.81329432,0.71091184,0.49542306,0.091,0.75368,-0.4577302,0.51277885,0.32292221,0.4
247,0.33274813,0.2606753,-0.0016689,-0.1665535,0.076,0.03227411,-0.2582284,0.57,0.50878324,0.43586259,0.29696887,-0.054,0.4724,-0.6018951,0.34924175,0.15017387,0.2606753
248,0.52738673,0.2412435,0.01870801,-0.562843,0.043,0.05522529,-0.2909534,0.46,0.51084018,0.39669227,0.22814207,-0.04,0.38766,-0.6052953,0.35894727,0.11525024,0.22814207
249,0.31578827,-0.0927363,-0.1685468,-1.0143898,0.062,-0.1113992,-0.4491649,-0.21,0.05448848,-0.1267366,-0.0243618,-0.24,0.16197,-0.8465815,-0.1786482,-0.1912212,-0.1267366
250,0.08925443,0.08725229,-0.0530333,-0.2336012,0.16,-0.0914372,-0.3491538,-0.14,0.20737448,0.22615348,0.14505769,-0.099,0.50253,-0.7427471,-0.0379804,-0.0219554,-0.0379804
251,0.13565483,-0.1158835,-0.3110407,-0.5166477,0.089,-0.1485392,-0.5108165,0.34,-0.174199,-0.0973631,-0.0801907,-0.233,0.10003,-0.7137709,-0.0328325,-0.1513066,-0.1158835
252,0.51002833,0.04631529,-0.1924987,-0.6197359,-0.063,-0.0998032,-0.3534357,-0.38,0.20043318,-0.041584,0.05807983,-0.118,0.0038763,-0.6385969,0.09944879,-0.1058982,-0.063
