age_ce,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,Rmean,Rmed
966,0.29242325,-0.1387358,0.00689993,-0.2842134,0.078,-0.2505735,-0.5220953,0.16,0.00507076,0.30407063,-0.0319374,-0.148,0.47912,-0.8565342,-0.0886681,-0.0663449,-0.0319374
967,-0.972877,-0.688772,-0.8326407,-1.044982,-0.219,-0.502654,-0.5987371,-0.27,-0.2682131,-0.7740892,-0.5756574,-0.46,-0.63773,-1.0352156,-0.4865869,-0.624477,-0.5987371
968,0.00125924,-0.1552181,-0.1914833,-0.3152815,-0.137,-0.230326,-0.5142534,0.04,-0.0204847,0.31002345,-0.0764602,-0.224,0.56896,-0.8268718,-0.0589844,-0.122008,-0.137
969,0.16153461,-0.4394823,-0.465775,-1.2530265,-0.171,-0.296449,-0.6338158,-0.06,-0.1315656,-0.0939024,-0.3269709,-0.345,-0.15656,-0.9142429,-0.2084073,-0.3556442,-0.296449
970,0.52772485,-0.0978384,-0.0708534,-0.1970766,0.132,-0.1868375,-0.4200039,-0.15,0.25036484,0.41163835,-0.0267033,-0.134,0.51298,-0.6991407,0.06705936,-0.0053791,-0.0708534
971,-0.1787986,-0.448272,-0.4501783,-0.7641163,0.004,-0.3675679,-0.6567824,-0.28,-0.2944015,-0.2256472,-0.3278677,-0.326,-0.069756,-0.8918827,-0.261659,-0.369262,-0.326
972,-0.4229028,-0.3805251,-0.327958,-0.5997692,-0.036,-0.3743148,-0.625042,-0.04,-0.187262,-0.3695558,-0.2625212,-0.237,-0.016388,-0.8475646,-0.1559146,-0.3255145,-0.327958
973,-0.4373417,-0.5186662,-0.6003361,-0.8427933,-0.078,-0.4146811,-0.6232702,-0.36,-0.1645211,-0.6008664,-0.4260753,-0.363,-0.46512,-0.8203541,-0.1853556,-0.4600254,-0.4373417
974,-0.0488279,-0.2706179,-0.2146359,-0.6937082,-0.138,-0.2778495,-0.5565705,-0.15,-0.0309731,-0.154403,-0.1914011,-0.181,-0.099668,-0.7743776,-0.0778383,-0.2573247,-0.181
975,-0.2162151,-0.3909069,-0.4953092,-0.7259733,-0.441,-0.3249952,-0.532487,0.23,0.0228561,-0.3058787,-0.3033793,-0.283,-0.025866,-0.7299763,-0.0944231,-0.3077703,-0.3058787
976,-0.5738796,-0.5581893,-0.7903783,-0.9076068,-0.45,-0.3978468,-0.6161149,-0.28,-0.2369899,-0.7776563,-0.4767779,-0.496,-0.47869,-0.8688702,-0.1985223,-0.5405015,-0.496
977,-0.148269,-0.376722,-0.5459282,-0.7815649,-0.104,-0.2980617,-0.5549368,-0.29,0.00597791,-0.2784057,-0.2862526,-0.361,-0.11365,-0.789147,-0.0853565,-0.3338211,-0.29
978,-0.073376,-0.2500482,-0.375584,-0.3856454,-0.016,-0.2446642,-0.4519175,0.33,0.13415314,0.00287289,-0.1408076,-0.303,0.051816,-0.7865966,-0.1529154,-0.1774475,-0.1529154
979,0.07854351,-0.1618161,-0.2144865,-0.8079562,-0.235,-0.1802149,-0.47532,0.39,0.12274311,0.13064103,-0.082151,-0.253,0.12621,-0.8531226,-0.145015,-0.170663,-0.1618161
980,0.05158388,-0.245402,-0.3416623,-0.8466128,-0.099,-0.1775174,-0.4581944,-0.13,0.13520049,0.04147928,-0.10631,-0.197,0.22415,-0.810235,-0.1476092,-0.207142,-0.1476092
981,0.08213813,-0.2009511,-0.2810698,-0.6748091,0.26,-0.2127918,-0.4152868,0.07,0.1054832,-0.0143297,-0.113519,-0.203,-0.033125,-0.8074201,-0.1907695,-0.1752967,-0.1907695
982,0.24946277,0.2210075,0.16771084,-0.0519541,0.411,-0.0576792,-0.1741945,0.06,0.63220138,0.57862364,0.28060244,0.021,0.44048,-0.6531734,0.07754065,0.14684187,0.16771084
983,0.09742959,-0.0700412,-0.055938,-0.9108012,-0.195,-0.0998575,-0.4484185,-0.14,0.08816874,0.36194557,0.06517925,-0.164,0.32383,-0.8607047,-0.171704,-0.1453275,-0.0998575
984,0.28909902,-0.1009855,-0.1353619,-0.5980209,-0.258,-0.1470345,-0.4478067,-0.27,0.09783334,0.26425485,0.00285852,-0.178,0.5044,-0.7429542,-0.0043939,-0.1149408,-0.1353619
985,0.54224917,0.02693762,0.08377057,-0.4208221,-0.164,-0.1470437,-0.4471216,-0.43,0.21465739,0.33694025,0.07459935,-0.11,0.47823,-0.6260006,0.14327662,-0.0296218,0.02693762
986,0.69061292,0.17621617,0.10924206,-0.0256514,0.16,0.00050938,-0.2212174,0.14,0.46792198,0.66632757,0.26365243,0.003,0.91799,-0.5865965,0.14478866,0.19378639,0.14478866
987,0.58686256,-0.1394873,-0.2262189,0.03534689,-0.146,-0.1911901,-0.2790161,0.5,0.38957815,0.08036526,-0.0662689,-0.125,0.28699,-0.5352652,0.07235718,0.01620357,-0.0662689
988,-0.1425025,-0.3161865,-0.4540637,-0.7735755,-0.513,-0.2369654,-0.5391644,-0.11,-0.1474583,-0.1459558,-0.2057783,-0.341,0.23202,-0.764541,-0.0795843,-0.302517,-0.2369654
989,0.68040303,-0.0011625,-0.0640009,0.00274625,-0.234,-0.0815173,-0.3216451,0.36,0.10750139,0.39712099,0.12985776,-0.145,0.83476,-0.5938473,0.02610605,0.07315483,0.00274625
990,1.21942846,-0.0306621,0.06780567,-1.3505807,-0.476,0.04560089,-0.4180264,0.58,0.21135433,0.47826111,0.12281036,0.031,0.66172,-0.6779031,0.08426006,0.03660458,0.06780567
991,0.31244655,-0.1536737,-0.1734507,-0.5047981,-0.22,-0.1728162,-0.5038935,0.07,-0.0515979,0.20116223,-0.0139454,-0.192,0.41536,-0.7290405,0.02316908,-0.1128719,-0.1536737
992,-0.0141392,-0.3666695,-0.5952441,-0.7783309,-0.041,-0.249733,-0.4663786,-0.17,0.0089477,-0.2661579,-0.2370579,-0.332,-0.21595,-0.80665,-0.1473207,-0.3118456,-0.249733
993,0.3643156,-0.1089449,-0.1450479,-0.7729896,-0.336,-0.1401171,-0.4090679,0.19,0.25773322,0.41353873,0.01884594,-0.143,0.46908,-0.7581309,-0.0376616,-0.0758298,-0.1089449
994,0.14699408,-0.3029786,-0.4606767,-0.7082748,-0.197,-0.2513371,-0.4235747,-0.34,0.10556171,-0.2620552,-0.2134871,-0.325,-0.22331,-0.7095994,-0.0059496,-0.2780458,-0.2620552
995,0.69190388,-0.2015679,-0.3376761,-1.2156548,-0.539,-0.1210646,-0.4543283,-0.31,0.26209943,0.13464841,-0.0490697,-0.166,0.37935,-0.7508285,0.06491443,-0.1741516,-0.166
996,0.12104599,-0.2672797,-0.5535803,-0.6466337,-0.178,-0.2235559,-0.3537253,-0.29,0.33619846,-0.1876653,-0.1538198,-0.297,0.012924,-0.6741399,0.03909636,-0.2210757,-0.2235559
997,-0.1713948,-0.3738406,-0.4105097,-1.2463746,-0.139,-0.2316744,-0.469064,-0.49,0.09810775,-0.3188503,-0.2753334,-0.185,-0.15876,-0.7724265,-0.099293,-0.3495609,-0.2753334
998,-0.0630502,-0.3751629,-0.5563503,-0.9841289,-0.1,-0.2116855,-0.4263335,-0.28,0.15306661,-0.2189555,-0.2470578,-0.219,-0.17762,-0.8093117,-0.1192031,-0.3089862,-0.219
999,-0.499786,-0.459066,-0.4998143,-0.8653115,-0.024,-0.2818745,-0.4831499,-0.24,-0.0577388,-0.4772746,-0.3294782,-0.228,-0.36973,-0.8371487,-0.2693877,-0.394784,-0.36973
1000,-0.3816793,-0.3894442,-0.4955793,-0.5639615,0.126,-0.2747292,-0.4609849,-0.27,0.04752889,-0.390883,-0.278207,-0.238,-0.1813,-0.6940512,-0.0364677,-0.2987839,-0.278207
1001,0.01743502,-0.3782261,-0.2330969,-1.0390959,0.083,-0.2077062,-0.5667099,-0.06,-0.1741496,-0.1313579,-0.2281143,-0.06,-0.030634,-0.8344333,-0.20724,-0.2700219,-0.20724
1002,-0.3474187,-0.4595086,-0.2702044,-1.0096692,0.092,-0.3108689,-0.6330734,-0.13,-0.2454706,-0.5469418,-0.2766079,-0.087,-0.27787,-0.9258857,-0.341046,-0.3846377,-0.3108689
1003,-0.150819,-0.5311209,-0.4610351,-0.8159857,-0.12,-0.3492167,-0.5563206,-0.43,-0.1353584,-0.6402431,-0.3672334,-0.075,-0.37417,-0.8185543,-0.2244763,-0.4033022,-0.37417
1004,-0.5190068,-0.6016832,-0.5761298,-0.6635576,-0.027,-0.4333655,-0.6854651,-0.17,-0.48021,-0.9069596,-0.415492,-0.259,-0.38456,-0.8419258,-0.2823834,-0.4831159,-0.48021
1005,0.16927891,-0.3407091,-0.1620965,-1.1368225,-0.301,-0.1703645,-0.5694203,-0.41,-0.1265787,-0.2470776,-0.1757096,-0.083,0.042411,-0.8492268,-0.133496,-0.2995875,-0.1757096
1006,-0.4363573,-0.5737013,-0.5778788,-1.1744004,-0.024,-0.3133138,-0.6594074,-0.03,-0.382649,-0.6277441,-0.4054381,-0.25,-0.25955,-0.8349513,-0.2060387,-0.450362,-0.4054381
1007,-0.2540764,-0.3007998,-0.1942179,-0.4262828,0.42,-0.2855434,-0.5828004,0.29,-0.3167774,-0.1950114,-0.103622,-0.063,-0.172,-0.8856116,-0.3101548,-0.2253265,-0.2540764
1008,0.29601787,-0.0078995,0.06929778,-0.7893349,-0.049,-0.0897676,-0.4725431,-0.23,0.33838668,0.34575772,0.08683262,0.064,0.35716,-0.6533167,0.21930573,-0.0343402,0.064
1009,-0.4186111,-0.4848596,-0.4612836,-1.4204063,-0.381,-0.3015827,-0.7314239,-0.07,-0.2423073,-0.5605337,-0.3418338,-0.198,-0.26033,-0.8452721,-0.0609128,-0.4518905,-0.381
1010,0.08164335,-0.2764013,-0.1839449,-0.6911893,-0.084,-0.2618374,-0.6145923,0.03,-0.2276917,-0.2268192,-0.1600753,-0.106,0.012545,-0.8123146,-0.0641546,-0.2389888,-0.1839449
1011,0.10459682,-0.4192344,-0.1932304,-1.6167492,-0.089,-0.2757492,-0.7899212,-0.13,-0.4257748,-0.3360418,-0.2723818,-0.17,-0.071843,-0.8795016,-0.1853831,-0.3833476,-0.2723818
1012,-0.3218869,-0.3399902,-0.33183,-1.1879014,0.069,-0.2787869,-0.696607,-0.42,-0.1745685,-0.2228308,-0.1901619,-0.178,-0.28824,-0.8331233,-0.1858929,-0.3720546,-0.28824
1013,0.04978658,-0.0862237,0.12063034,-0.8751973,-0.12,-0.1927668,-0.5990849,-0.53,0.01377027,0.18885759,0.04391158,-0.022,0.13389,-0.7709966,-0.018994,-0.1776278,-0.022
1014,-0.3373886,-0.3408898,-0.3046843,-1.1396777,-0.13,-0.2690529,-0.7343376,-0.37,-0.3994582,-0.1745513,-0.1554116,-0.233,0.15594,-0.8727824,-0.1579937,-0.3642192,-0.3046843
1015,0.40263078,-0.0858924,-0.0279639,-0.7581454,-0.142,-0.1236666,-0.5079871,-0.06,0.09832781,0.18333223,0.06120054,0.028,0.53031,-0.7559395,-0.0038542,-0.0774432,-0.0279639
1016,-0.0630502,-0.5201292,-0.6232355,-1.3884079,-0.122,-0.2597245,-0.6471904,-0.37,-0.2980127,-0.5479686,-0.3286215,-0.308,-0.1663,-0.8995315,-0.2115515,-0.4502482,-0.3286215
1017,0.18734896,-0.0775759,-0.1501397,-0.624914,0.193,-0.0787516,-0.4365044,-0.29,0.11955598,0.16425862,0.11676016,-0.074,0.59446,-0.7589063,-0.0110674,-0.0750984,-0.074
1018,0.4119338,-0.1248794,0.05793569,-0.7574629,0.112,-0.1110248,-0.567743,-0.03,-0.1410586,0.05461405,0.03709438,-0.061,0.35795,-0.698761,-0.0374643,-0.0998577,-0.0374643
1019,-0.279453,-0.3234191,-0.4417163,-0.356,0.105,-0.2720737,-0.4071185,0.05,0.10602406,-0.3330658,-0.2093439,-0.214,-0.033415,-0.5701455,0.08284823,-0.2063919,-0.2720737
1020,0.68957541,-0.2659223,-0.3297126,-0.3134388,0.133,-0.1791068,-0.4821253,-0.23,-0.1307706,-0.0126155,-0.078582,-0.164,0.20689,-0.7536781,-0.1072359,-0.1345148,-0.164
1021,-0.4528469,-0.6766852,-0.7490277,-0.9174194,-0.586,-0.3678939,-0.6432146,-0.2,-0.3760238,-0.7229886,-0.4698084,-0.391,-0.39531,-0.8349998,-0.3350732,-0.5412194,-0.4698084
1022,-0.0250321,-0.3777923,-0.6140831,-1.0737027,-0.503,-0.1651699,-0.4270439,-0.23,0.15546648,-0.3899152,-0.2702656,-0.366,-0.030226,-0.6692329,0.12642344,-0.3239716,-0.366
1023,-0.0221058,-0.291152,-0.5246602,-0.5142262,0.095,-0.2389171,-0.4604664,-0.01,0.08051194,-0.1948521,-0.186508,-0.319,0.13356,-0.7159989,0.08145033,-0.2058243,-0.1948521
1024,0.1537903,-0.1839804,-0.1744563,-0.3426785,0.083,-0.1487754,-0.4028862,-0.02,0.18024649,0.12791365,0.01209876,-0.109,0.5216,-0.6560854,-0.0205223,-0.0653157,-0.0205223
1025,-0.0904035,-0.4552514,-0.346728,-0.6674776,0.019,-0.3005142,-0.6006317,0.02,-0.2465542,-0.5355079,-0.3059115,-0.262,0.01409,-0.7011077,-0.0126461,-0.2981096,-0.3005142
1026,0.53584268,-0.1890302,-0.2298778,-0.8914117,-0.157,-0.1094911,-0.372567,0.15,0.31838221,0.11984205,-0.0579522,-0.066,0.49882,-0.6927728,0.11456237,-0.0685769,-0.066
1027,0.68709868,-0.2652841,-0.3262443,-0.7863769,-0.016,-0.1430276,-0.3908491,0.17,0.11249587,0.18650453,-0.0705544,-0.158,0.27251,-0.8102948,-0.168781,-0.1137869,-0.1430276
1028,0.33029324,-0.1020702,-0.0324087,-0.5717161,-0.137,-0.1175461,-0.4946757,0.28,0.03585955,0.30885905,0.05265791,-0.052,0.63625,-0.7691079,0.01381363,-0.0412528,-0.0324087
1029,-0.0968523,-0.4760461,-0.6679168,-0.5870582,0.067,-0.3309971,-0.5599927,-0.15,-0.2781818,-0.4931038,-0.3380826,-0.357,-0.2362,-0.8255221,-0.2658921,-0.3730564,-0.3380826
1030,0.24614097,-0.2619787,-0.3525979,-0.8447273,0.16,-0.1673724,-0.4298064,0.02,0.12873539,-0.0641874,-0.1229597,-0.247,0.11662,-0.8197305,-0.154934,-0.1862532,-0.154934
1031,0.67505036,-0.1543468,-0.2234273,-0.5553104,-0.252,-0.1309115,-0.3152335,0,0.29293053,0.14370387,-0.0131612,-0.181,0.40529,-0.7638784,-0.0830887,-0.0770255,-0.1309115
1032,-0.1679768,-0.3893908,-0.5348872,-0.9647155,-0.519,-0.2540657,-0.5575015,-0.43,-0.1750016,-0.2289373,-0.2903875,-0.376,-0.052116,-0.8681112,-0.1679349,-0.3984017,-0.376
1033,0.17865822,-0.3584373,-0.6518951,-0.691343,-0.201,-0.2480377,-0.4499677,-0.13,0.0208822,-0.3327459,-0.2312145,-0.337,0.0084886,-0.8195795,-0.0851257,-0.2885545,-0.2480377
1034,0.2205309,-0.2228647,-0.3258849,-0.6366801,-0.332,-0.2112537,-0.4391705,-0.29,0.06669584,-0.0367475,-0.0895682,-0.271,0.38299,-0.7668937,-0.0890252,-0.2027248,-0.2228647
1035,-0.0406411,-0.5436,-0.8004723,-0.914263,-0.27,-0.3605326,-0.5185222,-0.18,-0.1242687,-0.7455339,-0.4426129,-0.425,-0.41346,-0.7143401,-0.0633365,-0.4371055,-0.425
1036,0.18997666,-0.2874331,-0.297622,-0.7374086,-0.075,-0.228528,-0.5345754,-0.12,-0.016847,-0.2907001,-0.1807699,-0.191,0.15238,-0.6490848,0.09659555,-0.2113345,-0.191
1037,0.40385639,-0.3204822,-0.3411362,-1.3254454,-0.245,-0.2086158,-0.6123561,-0.13,-0.0987297,-0.2765746,-0.1852583,-0.226,0.066839,-0.7443154,-0.0416711,-0.2856593,-0.226
1038,-0.4926725,-0.3952094,-0.6294456,-0.8150514,-0.202,-0.3266779,-0.5249264,-0.51,-0.0031098,-0.4503848,-0.2714197,-0.328,-0.10091,-0.7362231,-0.0336997,-0.387982,-0.3952094
1039,0.16420322,-0.1917996,-0.2431842,-0.8798851,-0.071,-0.2077669,-0.5346595,0.29,0.03107585,-0.0462705,-0.0450109,-0.162,0.20393,-0.7320992,0.04455608,-0.1586607,-0.071
1040,-0.0191658,-0.4214714,-0.508399,-0.8623893,-0.085,-0.3320586,-0.6170164,0.28,-0.2653041,-0.3287658,-0.2359462,-0.352,-0.14758,-0.7950843,-0.1879776,-0.3252106,-0.3287658
1041,-0.2108232,-0.1651859,-0.3163609,-0.5811654,0.272,-0.2419126,-0.4948044,0.21,0.06355786,-0.1051853,-0.036534,-0.196,0.10846,-0.6562718,0.07931173,-0.1513943,-0.1651859
1042,-0.3254371,-0.3341456,-0.3809887,-0.458478,-0.116,-0.3532695,-0.5238968,0,-0.0372411,-0.3185432,-0.1866199,-0.288,-0.30156,-0.7695546,-0.184127,-0.3051908,-0.3185432
1043,-0.458155,-0.4875899,-0.7490516,-0.791974,-0.165,-0.3473306,-0.5234808,0.75,-0.1262292,-0.6450436,-0.3560032,-0.483,-0.29907,-0.7392606,-0.1200969,-0.369419,-0.458155
1044,0.20615243,-0.2403255,-0.4189933,-0.5620323,-0.085,-0.2627101,-0.4245898,0.94,0.19222761,-0.1379237,-0.1628478,-0.306,0.089264,-0.6647548,0.05385501,-0.1189119,-0.1628478
1045,-0.1605908,-0.3286583,-0.4238332,-0.6582109,-0.14,-0.3189103,-0.5408347,-0.12,-0.0183436,-0.2990154,-0.2436826,-0.288,0.017996,-0.6966176,-0.0073207,-0.2817348,-0.288
1046,0.24928784,-0.1271982,-0.2279378,-0.7338907,-0.203,-0.2129791,-0.4455542,0.1,0.19174121,0.10229276,-0.0458317,-0.17,0.37585,-0.7403651,0.03477454,-0.1235207,-0.1271982
1047,-0.2131505,-0.1805438,-0.3827566,-0.5559379,-0.108,-0.2558637,-0.4321114,0.06,0.18990449,-0.0995297,-0.1077632,-0.228,0.077844,-0.7177884,0.05611456,-0.1931721,-0.1805438
1048,0.17896141,-0.2396248,-0.4048312,-1.0289734,-0.415,-0.2073977,-0.4658803,0.04,0.18305153,-0.1230425,-0.1392326,-0.217,0.11789,-0.7814412,-0.0894943,-0.2394677,-0.2073977
1049,0.09001635,-0.1909043,-0.339731,-0.7883935,-0.42,-0.2225038,-0.3845042,0.07,0.34589155,-0.1200637,-0.1355709,-0.208,0.086222,-0.6776678,0.13815853,-0.1838034,-0.1909043
1050,-0.0315806,-0.3064747,-0.5756604,-0.7292799,-0.208,-0.3244232,-0.4522903,0.82,0.16523916,-0.4412274,-0.2459481,-0.353,-0.040052,-0.7550144,0.00315542,-0.2316371,-0.3064747
1051,-0.5969291,-0.5769551,-0.6900019,-0.6780871,0.058,-0.4794207,-0.6124331,0.84,-0.2229904,-0.7882321,-0.4432814,-0.423,-0.36813,-0.79007,-0.1998499,-0.398092,-0.4794207
1052,0.07122326,-0.3402857,-0.5030619,-0.7152343,-0.123,-0.2943938,-0.4361627,0.02,0.13984045,-0.1425854,-0.2271385,-0.282,-0.02723,-0.7792968,-0.1560915,-0.2530278,-0.2271385
1053,0.09894207,-0.3502113,-0.4686374,-0.8270025,-0.419,-0.2711263,-0.6198993,0.43,-0.1422737,-0.0884517,-0.2753514,-0.333,0.20876,-0.7654024,-0.0182379,-0.2560594,-0.2753514
1054,-0.8928514,-0.6332023,-0.6857178,-0.8332918,-0.508,-0.4179566,-0.7120993,0.05,-0.4165544,-0.6654809,-0.4952276,-0.453,0.010341,-0.74392,-0.2435927,-0.5093703,-0.508
1055,-0.1653689,-0.5295809,-0.7184708,-0.7067929,-0.262,-0.3633333,-0.5673058,-0.01,-0.0653415,-0.616205,-0.4283093,-0.394,0.046226,-0.6177175,0.02255014,-0.3583766,-0.394
1056,-0.429614,-0.5605615,-0.5406803,-0.9691019,-0.224,-0.3316023,-0.6429069,0.12,-0.281869,-0.3492765,-0.3720088,-0.321,0.10471,-0.8517172,-0.3053613,-0.3969993,-0.3492765
1057,-0.2109777,-0.4249396,-0.6536247,-0.6790402,0.056,-0.3197279,-0.5239731,0.07,-0.0169582,-0.204095,-0.3090316,-0.332,0.18302,-0.7581839,-0.105995,-0.2819685,-0.3090316
1058,-0.0114215,-0.2911518,-0.3725126,-0.7140171,0.031,-0.243792,-0.5089385,-0.18,0.06240064,-0.1514616,-0.192692,-0.148,0.26107,-0.7074751,-0.1132757,-0.2186845,-0.18
1059,-0.1823713,-0.2633702,-0.3970644,-0.490584,0.119,-0.2455481,-0.4715043,0.46,0.1386418,-0.0026747,-0.1794092,-0.204,0.38601,-0.612439,0.12359032,-0.1214482,-0.1823713
1060,0.2187336,-0.1875282,-0.1416501,-0.7717247,0.025,-0.1809566,-0.5107978,0.65,0.17918887,0.28503907,-0.0823149,-0.117,0.67103,-0.6865272,0.11227174,-0.0358158,-0.0823149
1061,0.60037855,0.0840563,0.07719103,-0.0755502,0.324,-0.061203,-0.2635975,0.24,0.47430993,0.70919453,0.15856431,0.033,1.1593,-0.5467348,0.18720541,0.2066743,0.15856431
1062,0.22348905,-0.1988758,-0.257393,-0.2747637,0.144,-0.2066026,-0.4212576,-0.03,0.13560652,0.23521343,-0.0986037,-0.178,0.70833,-0.6683665,0.00037738,-0.0591231,-0.0986037
1063,0.60541026,-0.0933828,-0.0046475,-0.5366842,-0.133,-0.1353279,-0.4752219,-0.03,0.16517625,0.51642164,-0.0253139,-0.094,0.72134,-0.6992025,0.10703001,-0.0074268,-0.03
1064,0.05697581,-0.3055521,-0.4416787,-0.689613,-0.355,-0.238676,-0.4633764,0.06,0.06066998,0.23815869,-0.2146174,-0.306,0.36557,-0.8690766,-0.1983626,-0.2200386,-0.238676
1065,0.13087667,-0.2725959,-0.2820752,-0.9878202,-0.4,-0.2351183,-0.62443,0.16,-0.0763608,0.04164336,-0.2482024,-0.279,0.22676,-0.7902531,-0.0525119,-0.2459392,-0.2482024
1066,0.15526105,-0.2198475,-0.3086861,-0.7277425,-0.369,-0.1834662,-0.5341918,0.12,-0.0438855,0.07255677,-0.1583462,-0.294,0.39613,-0.7999184,-0.0357327,-0.1953913,-0.1834662
1067,-0.1575193,-0.3770178,-0.577039,-1.1164796,-0.431,-0.2603904,-0.5803405,-0.15,-0.0201651,-0.2567513,-0.322772,-0.414,0.012375,-0.853579,-0.0916714,-0.37309,-0.322772
1068,-0.4663926,-0.4821483,-0.6798643,-0.9588739,-0.474,-0.3875579,-0.6303605,-0.54,-0.0797451,-0.6065943,-0.4259513,-0.451,-0.21593,-0.7055605,-0.0049513,-0.4739287,-0.474
1069,-0.3864649,-0.4837115,-0.6286285,-1.0935417,-0.347,-0.3480994,-0.672826,-0.32,-0.1237581,-0.4290348,-0.4162804,-0.446,-0.21047,-0.7983106,-0.020562,-0.4483125,-0.4162804
1070,0.04217316,-0.2269794,-0.350516,-0.7973484,-0.109,-0.2348337,-0.5301938,-0.01,0.10669397,-0.033239,-0.1874541,-0.29,0.1632,-0.7481694,0.08520447,-0.2080308,-0.1874541
1071,0.02868561,-0.402458,-0.5285602,-0.7229034,0.024,-0.3123104,-0.5141253,-0.47,0.05438825,-0.3607241,-0.3450685,-0.353,-0.016891,-0.6948702,-0.0608974,-0.311649,-0.353
1072,-0.3248767,-0.2612154,-0.3064104,-0.3291481,0.276,-0.3360213,-0.6109068,-0.53,-0.1072722,-0.3411739,-0.2208062,-0.293,-0.034698,-0.6630184,0.05986115,-0.2681791,-0.3064104
1073,0.35256079,-0.117036,-0.2330524,-0.446766,-0.192,-0.1845005,-0.4747112,-0.29,0.16632774,0.29730421,-0.0695627,-0.205,0.57781,-0.8022538,-0.0482223,-0.1112735,-0.1845005
1074,-0.3495895,-0.5349688,-0.7700128,-0.9117658,-0.263,-0.3870002,-0.6461264,-0.3,-0.3695591,-0.5077845,-0.4337533,-0.531,-0.36106,-0.8798013,-0.2890363,-0.5022972,-0.4337533
1075,0.03166925,-0.1948507,-0.2219619,-0.5046835,0.071,-0.2517219,-0.6002818,-0.15,-0.0977588,0.04907397,-0.1198838,-0.239,0.44077,-0.6839328,0.01230537,-0.1639504,-0.15
1076,-0.352171,-0.3964948,-0.5240894,-0.7871271,0.019,-0.3664294,-0.5855812,-0.07,-0.05847,-0.3526348,-0.3258481,-0.341,-0.23423,-0.8537397,-0.2489155,-0.3651821,-0.352171
1077,-0.8362866,-0.3930487,-0.3242532,-1.2397064,-0.548,-0.3453029,-0.8436374,-0.36,-0.4779979,-0.3279493,-0.297016,-0.295,-0.18177,-0.9306066,-0.2618135,-0.5108259,-0.36
1078,-0.7379774,-0.3890091,-0.5763061,-1.1470829,-0.477,-0.3334154,-0.736039,-0.14,-0.3081921,-0.4065997,-0.3383289,-0.463,-0.041595,-0.7774023,-0.0634157,-0.4623576,-0.4065997
1079,-0.1910517,-0.1242482,-0.0814474,-0.7747393,-0.146,-0.2622116,-0.6645861,-0.24,-0.090359,0.10616519,-0.0838738,-0.219,0.34858,-0.6757008,0.01408286,-0.205626,-0.146
1080,-0.4732303,-0.2758308,-0.2450369,-0.6741786,-0.166,-0.336413,-0.7356746,-0.35,-0.2421949,-0.148785,-0.2064686,-0.313,0.1138,-0.7001713,0.01817153,-0.3156675,-0.2758308
1081,0.14095062,-0.0077951,-0.0749411,-0.3534165,0.038,-0.2088359,-0.5134156,0.16,0.1849042,0.27932819,0.02730634,-0.164,0.51201,-0.6416815,0.08338149,-0.0358803,0.02730634
1082,-0.2355201,-0.2851363,-0.3583354,-0.2729361,-0.152,-0.342808,-0.6190494,0.12,-0.1249496,-0.1230716,-0.2042651,-0.277,0.085473,-0.6589061,-0.0987316,-0.2364824,-0.2355201
1083,0.54067393,-0.1861738,-0.238005,-0.7497868,-0.253,-0.1905082,-0.5599339,0.01,0.00814735,0.19413302,-0.1306803,-0.205,0.3585,-0.6975919,-0.0039896,-0.1402143,-0.1861738
1084,0.02642156,-0.130863,-0.3182316,-0.2894214,0.047,-0.2403411,-0.4702873,-0.28,0.09025772,0.21693455,-0.0867924,-0.268,0.40268,-0.6940841,-0.0512015,-0.1363952,-0.130863
1085,0.27769918,-0.1139217,-0.1290366,-0.3686884,0.233,-0.2171891,-0.5006571,-0.16,0.03348655,0.20290333,-0.0605984,-0.199,0.41542,-0.6480232,-0.0671165,-0.0867815,-0.1139217
1086,-0.2662532,-0.0016123,-0.0463089,-0.1262856,0.107,-0.201015,-0.4320914,-0.03,0.19726748,0.19056357,0.03265988,-0.162,0.54473,-0.5602867,0.0917566,-0.044125,-0.03
1087,0.02782509,-0.191308,-0.4942363,-0.4245299,0.009,-0.268305,-0.4013647,0.49,0.2446591,-0.121814,-0.1472406,-0.328,0.18096,-0.6727934,0.0136007,-0.1389031,-0.1472406
1088,-0.9130333,-0.2933705,-0.3761613,-0.4082681,0.032,-0.3446178,-0.5862153,0.4,-0.0676649,-0.3539058,-0.2200909,-0.305,0.0092724,-0.6135549,0.0089433,-0.2687778,-0.305
1089,-0.1605388,0.019951,-0.0840969,-0.3703959,-0.038,-0.1138542,-0.3253124,1,0.53581651,0.3667555,0.0808633,-0.106,0.64208,-0.5470366,0.22679702,0.07513524,-0.038
1090,0.71142245,0.00877592,-0.0868787,-0.2456855,-0.145,-0.1456672,-0.3974103,0.22,0.36977859,0.46161843,0.03968679,-0.108,0.88288,-0.5885807,0.1695762,0.0764344,0.00877592
1091,0.45644903,0.00584395,-0.080823,-0.3236519,0.359,-0.0954329,-0.3035548,0.15,0.44292016,0.41977925,0.06917072,-0.137,0.80334,-0.644219,0.10445477,0.08175175,0.06917072
1092,-0.1031736,-0.0293696,-0.0274253,-0.153012,0.201,-0.2133713,-0.3182948,0.05,0.45043557,0.1966967,0.04430701,-0.085,0.45302,-0.6868473,-0.0047854,-0.0150547,-0.0274253
