,.smooth,.type,.by,.estimate,.se,age,sitename,.lower_ci,.upper_ci
693,s(age):sitenamePeixinho,TPRS,sitename,-0.14817377,0.194751977,1720.034545,Peixinho,-0.529880631,0.233533092
694,s(age):sitenamePeixinho,TPRS,sitename,-0.145487289,0.199858573,1739.458182,Peixinho,-0.537202895,0.246228317
695,s(age):sitenamePeixinho,TPRS,sitename,-0.143107149,0.204458144,1758.881818,Peixinho,-0.543837748,0.25762345
696,s(age):sitenamePeixinho,TPRS,sitename,-0.141501373,0.207298336,1778.305455,Peixinho,-0.547798647,0.2647959
697,s(age):sitenamePeixinho,TPRS,sitename,-0.139895598,0.21023331,1797.729091,Peixinho,-0.551945314,0.272154118
698,s(age):sitenamePeixinho,TPRS,sitename,-0.138289822,0.213259152,1817.152727,Peixinho,-0.55627008,0.279690435
699,s(age):sitenamePeixinho,TPRS,sitename,-0.136684047,0.21637205,1836.576364,Peixinho,-0.560765472,0.287397378
700,s(age):sitenamePeixinho,TPRS,sitename,-0.135078271,0.219568301,1856,Peixinho,-0.565424234,0.295267691
701,s(age):sitenamePico da Esperança,TPRS,sitename,0.582965284,0.152126922,-66.94,Pico da Esperança,0.284801996,0.881128571
702,s(age):sitenamePico da Esperança,TPRS,sitename,0.589713806,0.147411043,-47.51636364,Pico da Esperança,0.30079347,0.878634142
703,s(age):sitenamePico da Esperança,TPRS,sitename,0.60943209,0.135963833,-28.09272727,Pico da Esperança,0.342947874,0.875916306
704,s(age):sitenamePico da Esperança,TPRS,sitename,0.635310848,0.127243941,-8.669090909,Pico da Esperança,0.385917306,0.884704389
705,s(age):sitenamePico da Esperança,TPRS,sitename,0.659475839,0.125657598,10.75454545,Pico da Esperança,0.413191472,0.905760206
706,s(age):sitenamePico da Esperança,TPRS,sitename,0.668142245,0.125049406,30.17818182,Pico da Esperança,0.423049914,0.913234576
707,s(age):sitenamePico da Esperança,TPRS,sitename,0.648868536,0.11941569,49.60181818,Pico da Esperança,0.414818085,0.882918987
708,s(age):sitenamePico da Esperança,TPRS,sitename,0.608524333,0.114228674,69.02545455,Pico da Esperança,0.384640246,0.832408421
709,s(age):sitenamePico da Esperança,TPRS,sitename,0.541862889,0.111762667,88.44909091,Pico da Esperança,0.322812087,0.760913692
710,s(age):sitenamePico da Esperança,TPRS,sitename,0.453315606,0.111750464,107.8727273,Pico da Esperança,0.234288721,0.672342491
711,s(age):sitenamePico da Esperança,TPRS,sitename,0.352843007,0.111558672,127.2963636,Pico da Esperança,0.134192028,0.571493985
712,s(age):sitenamePico da Esperança,TPRS,sitename,0.25209337,0.110684042,146.72,Pico da Esperança,0.035156634,0.469030106
713,s(age):sitenamePico da Esperança,TPRS,sitename,0.159368331,0.111080105,166.1436364,Pico da Esperança,-0.058344675,0.377081337
714,s(age):sitenamePico da Esperança,TPRS,sitename,0.090767147,0.110180206,185.5672727,Pico da Esperança,-0.125182088,0.306716383
715,s(age):sitenamePico da Esperança,TPRS,sitename,0.037129986,0.111012658,204.9909091,Pico da Esperança,-0.180450826,0.254710798
716,s(age):sitenamePico da Esperança,TPRS,sitename,0.003821649,0.111645699,224.4145455,Pico da Esperança,-0.214999899,0.222643197
717,s(age):sitenamePico da Esperança,TPRS,sitename,-0.006041801,0.110110006,243.8381818,Pico da Esperança,-0.221853447,0.209769846
718,s(age):sitenamePico da Esperança,TPRS,sitename,-0.000364697,0.108191925,263.2618182,Pico da Esperança,-0.212416973,0.21168758
719,s(age):sitenamePico da Esperança,TPRS,sitename,0.016200689,0.106680558,282.6854545,Pico da Esperança,-0.192889362,0.22529074
720,s(age):sitenamePico da Esperança,TPRS,sitename,0.041814358,0.105788699,302.1090909,Pico da Esperança,-0.165527682,0.249156399
721,s(age):sitenamePico da Esperança,TPRS,sitename,0.069205529,0.106189517,321.5327273,Pico da Esperança,-0.138922101,0.277333158
722,s(age):sitenamePico da Esperança,TPRS,sitename,0.093839337,0.106750866,340.9563636,Pico da Esperança,-0.115388515,0.303067189
723,s(age):sitenamePico da Esperança,TPRS,sitename,0.113884333,0.10506753,360.38,Pico da Esperança,-0.092044243,0.319812908
724,s(age):sitenamePico da Esperança,TPRS,sitename,0.131637324,0.103974563,379.8036364,Pico da Esperança,-0.072149074,0.335423723
725,s(age):sitenamePico da Esperança,TPRS,sitename,0.148150629,0.103883483,399.2272727,Pico da Esperança,-0.055457256,0.351758514
726,s(age):sitenamePico da Esperança,TPRS,sitename,0.165270723,0.10480296,418.6509091,Pico da Esperança,-0.040139304,0.37068075
727,s(age):sitenamePico da Esperança,TPRS,sitename,0.185221901,0.10597545,438.0745455,Pico da Esperança,-0.022486165,0.392929967
728,s(age):sitenamePico da Esperança,TPRS,sitename,0.209832027,0.105296423,457.4981818,Pico da Esperança,0.003454831,0.416209223
729,s(age):sitenamePico da Esperança,TPRS,sitename,0.237042182,0.10200038,476.9218182,Pico da Esperança,0.037125111,0.436959253
730,s(age):sitenamePico da Esperança,TPRS,sitename,0.263746818,0.095923735,496.3454545,Pico da Esperança,0.075739752,0.451753884
731,s(age):sitenamePico da Esperança,TPRS,sitename,0.28607822,0.09187546,515.7690909,Pico da Esperança,0.106005627,0.466150812
732,s(age):sitenamePico da Esperança,TPRS,sitename,0.291033904,0.089074622,535.1927273,Pico da Esperança,0.116450852,0.465616956
733,s(age):sitenamePico da Esperança,TPRS,sitename,0.276008666,0.088657828,554.6163636,Pico da Esperança,0.102242516,0.449774817
734,s(age):sitenamePico da Esperança,TPRS,sitename,0.229133437,0.087909072,574.04,Pico da Esperança,0.056834822,0.401432053
735,s(age):sitenamePico da Esperança,TPRS,sitename,0.152547901,0.086393302,593.4636364,Pico da Esperança,-0.016779858,0.321875661
736,s(age):sitenamePico da Esperança,TPRS,sitename,0.052321929,0.084899972,612.8872727,Pico da Esperança,-0.114078959,0.218722817
737,s(age):sitenamePico da Esperança,TPRS,sitename,-0.070254661,0.083353926,632.3109091,Pico da Esperança,-0.233625353,0.093116031
738,s(age):sitenamePico da Esperança,TPRS,sitename,-0.196576153,0.086134869,651.7345455,Pico da Esperança,-0.365397394,-0.027754912
739,s(age):sitenamePico da Esperança,TPRS,sitename,-0.305523914,0.088112877,671.1581818,Pico da Esperança,-0.478221979,-0.132825849
740,s(age):sitenamePico da Esperança,TPRS,sitename,-0.376238201,0.08510758,690.5818182,Pico da Esperança,-0.543045992,-0.209430409
741,s(age):sitenamePico da Esperança,TPRS,sitename,-0.421678053,0.083558005,710.0054545,Pico da Esperança,-0.585448733,-0.257907372
742,s(age):sitenamePico da Esperança,TPRS,sitename,-0.454368918,0.085847559,729.4290909,Pico da Esperança,-0.622627042,-0.286110795
743,s(age):sitenamePico da Esperança,TPRS,sitename,-0.470106409,0.089144768,748.8527273,Pico da Esperança,-0.644826943,-0.295385875
744,s(age):sitenamePico da Esperança,TPRS,sitename,-0.472222619,0.090539462,768.2763636,Pico da Esperança,-0.649676703,-0.294768535
745,s(age):sitenamePico da Esperança,TPRS,sitename,-0.464147787,0.090107492,787.7,Pico da Esperança,-0.640755225,-0.287540348
746,s(age):sitenamePico da Esperança,TPRS,sitename,-0.453904441,0.091488712,807.1236364,Pico da Esperança,-0.633219022,-0.274589861
747,s(age):sitenamePico da Esperança,TPRS,sitename,-0.447582791,0.092994762,826.5472727,Pico da Esperança,-0.629849174,-0.265316407
748,s(age):sitenamePico da Esperança,TPRS,sitename,-0.448414264,0.093668254,845.9709091,Pico da Esperança,-0.632000668,-0.26482786
749,s(age):sitenamePico da Esperança,TPRS,sitename,-0.454093136,0.09393453,865.3945455,Pico da Esperança,-0.638201432,-0.269984839
750,s(age):sitenamePico da Esperança,TPRS,sitename,-0.462158684,0.094369305,884.8181818,Pico da Esperança,-0.647119123,-0.277198245
751,s(age):sitenamePico da Esperança,TPRS,sitename,-0.470732727,0.093824091,904.2418182,Pico da Esperança,-0.654624567,-0.286840888
752,s(age):sitenamePico da Esperança,TPRS,sitename,-0.478786598,0.093907473,923.6654545,Pico da Esperança,-0.662841863,-0.294731333
753,s(age):sitenamePico da Esperança,TPRS,sitename,-0.484863764,0.095400127,943.0890909,Pico da Esperança,-0.671844578,-0.297882951
754,s(age):sitenamePico da Esperança,TPRS,sitename,-0.4864645,0.097063315,962.5127273,Pico da Esperança,-0.676705101,-0.2962239
755,s(age):sitenamePico da Esperança,TPRS,sitename,-0.483147929,0.099449348,981.9363636,Pico da Esperança,-0.678065069,-0.288230789
756,s(age):sitenamePico da Esperança,TPRS,sitename,-0.472729788,0.101399012,1001.36,Pico da Esperança,-0.6714682,-0.273991376
757,s(age):sitenamePico da Esperança,TPRS,sitename,-0.455177666,0.102942037,1020.783636,Pico da Esperança,-0.656940352,-0.253414981
758,s(age):sitenamePico da Esperança,TPRS,sitename,-0.432786615,0.105072609,1040.207273,Pico da Esperança,-0.638725145,-0.226848085
759,s(age):sitenamePico da Esperança,TPRS,sitename,-0.403849972,0.106748627,1059.630909,Pico da Esperança,-0.613073437,-0.194626508
760,s(age):sitenamePico da Esperança,TPRS,sitename,-0.373327055,0.110375959,1079.054545,Pico da Esperança,-0.58965996,-0.15699415
761,s(age):sitenamePico da Esperança,TPRS,sitename,-0.339732565,0.11332128,1098.478182,Pico da Esperança,-0.561838192,-0.117626938
762,s(age):sitenamePico da Esperança,TPRS,sitename,-0.303863183,0.114116143,1117.901818,Pico da Esperança,-0.527526713,-0.080199654
763,s(age):sitenamePico da Esperança,TPRS,sitename,-0.267246388,0.115182062,1137.325455,Pico da Esperança,-0.492999081,-0.041493695
764,s(age):sitenamePico da Esperança,TPRS,sitename,-0.231538996,0.116799395,1156.749091,Pico da Esperança,-0.460461603,-0.002616389
765,s(age):sitenamePico da Esperança,TPRS,sitename,-0.197529686,0.120684436,1176.172727,Pico da Esperança,-0.434066833,0.039007462
766,s(age):sitenamePico da Esperança,TPRS,sitename,-0.166355485,0.128782152,1195.596364,Pico da Esperança,-0.418763865,0.086052896
767,s(age):sitenamePico da Esperança,TPRS,sitename,-0.141277619,0.1413156,1215.02,Pico da Esperança,-0.418251105,0.135695868
768,s(age):sitenamePico da Esperança,TPRS,sitename,-0.118799821,0.159572643,1234.443636,Pico da Esperança,-0.431556454,0.193956813
769,s(age):sitenamePico da Esperança,TPRS,sitename,-0.103134196,0.18072222,1253.867273,Pico da Esperança,-0.457343238,0.251074846
770,s(age):sitenamePico da Esperança,TPRS,sitename,-0.090301814,0.204733732,1273.290909,Pico da Esperança,-0.491572554,0.310968927
771,s(age):sitenamePico da Esperança,TPRS,sitename,-0.086290917,0.226722629,1292.714545,Pico da Esperança,-0.530659104,0.35807727
772,s(age):sitenamePico da Esperança,TPRS,sitename,-0.089438846,0.247320426,1312.138182,Pico da Esperança,-0.574177974,0.395300283
773,s(age):sitenamePico da Esperança,TPRS,sitename,-0.097373673,0.267420656,1331.561818,Pico da Esperança,-0.621508527,0.426761181
774,s(age):sitenamePico da Esperança,TPRS,sitename,-0.11421302,0.284196841,1350.985455,Pico da Esperança,-0.671228592,0.442802552
775,s(age):sitenamePico da Esperança,TPRS,sitename,-0.131052367,0.304755089,1370.409091,Pico da Esperança,-0.728361367,0.466256632
776,s(age):sitenamePico da Esperança,TPRS,sitename,-0.150263797,0.326099429,1389.832727,Pico da Esperança,-0.789406933,0.488879339
777,s(age):sitenamePico da Esperança,TPRS,sitename,-0.171251478,0.347636004,1409.256364,Pico da Esperança,-0.852605526,0.51010257
778,s(age):sitenamePico da Esperança,TPRS,sitename,-0.195012011,0.366702353,1428.68,Pico da Esperança,-0.913735415,0.523711394
779,s(age):sitenamePico da Esperança,TPRS,sitename,-0.219011868,0.385313013,1448.103636,Pico da Esperança,-0.974211497,0.536187761
780,s(age):sitenamePico da Esperança,TPRS,sitename,-0.241934294,0.401833205,1467.527273,Pico da Esperança,-1.029512904,0.545644315
781,s(age):sitenamePico da Esperança,TPRS,sitename,-0.26270372,0.416897679,1486.950909,Pico da Esperança,-1.079808155,0.554400716
782,s(age):sitenamePico da Esperança,TPRS,sitename,-0.281304942,0.431998604,1506.374545,Pico da Esperança,-1.128006648,0.565396763
783,s(age):sitenamePico da Esperança,TPRS,sitename,-0.297109889,0.446820215,1525.798182,Pico da Esperança,-1.172861418,0.57864164
784,s(age):sitenamePico da Esperança,TPRS,sitename,-0.306837848,0.458715652,1545.221818,Pico da Esperança,-1.205904004,0.592228309
785,s(age):sitenamePico da Esperança,TPRS,sitename,-0.309061044,0.467185513,1564.645455,Pico da Esperança,-1.224727824,0.606605735
786,s(age):sitenamePico da Esperança,TPRS,sitename,-0.307620373,0.475875041,1584.069091,Pico da Esperança,-1.240318315,0.625077569
787,s(age):sitenamePico da Esperança,TPRS,sitename,-0.304989895,0.48664443,1603.492727,Pico da Esperança,-1.258795452,0.648815661
788,s(age):sitenamePico da Esperança,TPRS,sitename,-0.301119808,0.499395049,1622.916364,Pico da Esperança,-1.279916119,0.677676502
789,s(age):sitenamePico da Esperança,TPRS,sitename,-0.297249721,0.514895762,1642.34,Pico da Esperança,-1.306426871,0.711927429
790,s(age):sitenamePico da Esperança,TPRS,sitename,-0.29311337,0.532153131,1661.763636,Pico da Esperança,-1.336114342,0.749887602
791,s(age):sitenamePico da Esperança,TPRS,sitename,-0.287692264,0.547680868,1681.187273,Pico da Esperança,-1.36112704,0.785742513
792,s(age):sitenamePico da Esperança,TPRS,sitename,-0.282322324,0.563514053,1700.610909,Pico da Esperança,-1.386789573,0.822144925
793,s(age):sitenamePico da Esperança,TPRS,sitename,-0.277053861,0.578762653,1720.034545,Pico da Esperança,-1.411407816,0.857300094
794,s(age):sitenamePico da Esperança,TPRS,sitename,-0.27314618,0.5888686,1739.458182,Pico da Esperança,-1.427307428,0.881015067
795,s(age):sitenamePico da Esperança,TPRS,sitename,-0.269690837,0.597653056,1758.881818,Pico da Esperança,-1.441069301,0.901687628
796,s(age):sitenamePico da Esperança,TPRS,sitename,-0.267447521,0.602849658,1778.305455,Pico da Esperança,-1.449011138,0.914116096
797,s(age):sitenamePico da Esperança,TPRS,sitename,-0.265204206,0.608156605,1797.729091,Pico da Esperança,-1.45716925,0.926760837
798,s(age):sitenamePico da Esperança,TPRS,sitename,-0.262960891,0.613571036,1817.152727,Pico da Esperança,-1.465538023,0.939616242
799,s(age):sitenamePico da Esperança,TPRS,sitename,-0.260717575,0.619090129,1836.576364,Pico da Esperança,-1.474111931,0.952676781
800,s(age):sitenamePico da Esperança,TPRS,sitename,-0.25847426,0.624711111,1856,Pico da Esperança,-1.482885537,0.965937018
801,s(age):sitenameRasa,TPRS,sitename,-0.267898169,0.113919558,-66.94,Rasa,-0.491176401,-0.044619938
802,s(age):sitenameRasa,TPRS,sitename,-0.269489234,0.111887443,-47.51636364,Rasa,-0.488784592,-0.050193876
803,s(age):sitenameRasa,TPRS,sitename,-0.274047299,0.106598293,-28.09272727,Rasa,-0.482976114,-0.065118484
804,s(age):sitenameRasa,TPRS,sitename,-0.279838119,0.101336163,-8.669090909,Rasa,-0.478453349,-0.081222889
805,s(age):sitenameRasa,TPRS,sitename,-0.284736246,0.097851394,10.75454545,Rasa,-0.476521453,-0.092951038
806,s(age):sitenameRasa,TPRS,sitename,-0.2852488,0.095270344,30.17818182,Rasa,-0.471975243,-0.098522357
807,s(age):sitenameRasa,TPRS,sitename,-0.27904617,0.092209121,49.60181818,Rasa,-0.459772725,-0.098319614
808,s(age):sitenameRasa,TPRS,sitename,-0.268355799,0.089662944,69.02545455,Rasa,-0.444091941,-0.092619657
809,s(age):sitenameRasa,TPRS,sitename,-0.252875215,0.087693283,88.44909091,Rasa,-0.42475089,-0.080999539
810,s(age):sitenameRasa,TPRS,sitename,-0.233929531,0.086081228,107.8727273,Rasa,-0.402645637,-0.065213426
811,s(age):sitenameRasa,TPRS,sitename,-0.213515398,0.084342092,127.2963636,Rasa,-0.378822861,-0.048207936
812,s(age):sitenameRasa,TPRS,sitename,-0.193467727,0.082611738,146.72,Rasa,-0.355383758,-0.031551695
813,s(age):sitenameRasa,TPRS,sitename,-0.17480774,0.081584657,166.1436364,Rasa,-0.33471073,-0.01490475
814,s(age):sitenameRasa,TPRS,sitename,-0.159732179,0.080310038,185.5672727,Rasa,-0.317136961,-0.002327396
815,s(age):sitenameRasa,TPRS,sitename,-0.146743125,0.079807076,204.9909091,Rasa,-0.30316212,0.009675871
816,s(age):sitenameRasa,TPRS,sitename,-0.136271535,0.07939688,224.4145455,Rasa,-0.29188656,0.019343489
817,s(age):sitenameRasa,TPRS,sitename,-0.128583584,0.078391005,243.8381818,Rasa,-0.282227129,0.025059962
818,s(age):sitenameRasa,TPRS,sitename,-0.122631267,0.077372769,263.2618182,Rasa,-0.274279108,0.029016574
819,s(age):sitenameRasa,TPRS,sitename,-0.11779952,0.076425347,282.6854545,Rasa,-0.267590447,0.031991406
820,s(age):sitenameRasa,TPRS,sitename,-0.113841036,0.075406524,302.1090909,Rasa,-0.261635108,0.033953035
821,s(age):sitenameRasa,TPRS,sitename,-0.109985255,0.07452818,321.5327273,Rasa,-0.256057804,0.036087294
822,s(age):sitenameRasa,TPRS,sitename,-0.105768357,0.073585014,340.9563636,Rasa,-0.249992334,0.03845562
823,s(age):sitenameRasa,TPRS,sitename,-0.100966228,0.071761468,360.38,Rasa,-0.241616121,0.039683665
824,s(age):sitenameRasa,TPRS,sitename,-0.095780261,0.070282348,379.8036364,Rasa,-0.233531132,0.04197061
825,s(age):sitenameRasa,TPRS,sitename,-0.090231162,0.069269366,399.2272727,Rasa,-0.225996624,0.0455343
826,s(age):sitenameRasa,TPRS,sitename,-0.084351034,0.068683226,418.6509091,Rasa,-0.218967682,0.050265615
827,s(age):sitenameRasa,TPRS,sitename,-0.078179233,0.068270254,438.0745455,Rasa,-0.211986473,0.055628006
828,s(age):sitenameRasa,TPRS,sitename,-0.071698882,0.067372059,457.4981818,Rasa,-0.203745691,0.060347927
829,s(age):sitenameRasa,TPRS,sitename,-0.06479034,0.065884292,476.9218182,Rasa,-0.19392118,0.0643405
830,s(age):sitenameRasa,TPRS,sitename,-0.057242778,0.063802759,496.3454545,Rasa,-0.182293887,0.067808332
831,s(age):sitenameRasa,TPRS,sitename,-0.049126315,0.062890572,515.7690909,Rasa,-0.172389571,0.074136941
832,s(age):sitenameRasa,TPRS,sitename,-0.039599719,0.06230217,535.1927273,Rasa,-0.161709729,0.082510291
833,s(age):sitenameRasa,TPRS,sitename,-0.028730936,0.06237425,554.6163636,Rasa,-0.15098222,0.093520349
834,s(age):sitenameRasa,TPRS,sitename,-0.015932699,0.061953799,574.04,Rasa,-0.137359913,0.105494515
835,s(age):sitenameRasa,TPRS,sitename,-0.001543932,0.061233864,593.4636364,Rasa,-0.1215601,0.118472237
836,s(age):sitenameRasa,TPRS,sitename,0.014003914,0.060768194,612.8872727,Rasa,-0.105099557,0.133107386
837,s(age):sitenameRasa,TPRS,sitename,0.030534822,0.060360688,632.3109091,Rasa,-0.087769952,0.148839596
838,s(age):sitenameRasa,TPRS,sitename,0.047195359,0.061827085,651.7345455,Rasa,-0.0739835,0.168374218
839,s(age):sitenameRasa,TPRS,sitename,0.063063526,0.062890615,671.1581818,Rasa,-0.060199814,0.186326867
840,s(age):sitenameRasa,TPRS,sitename,0.077350493,0.061861738,690.5818182,Rasa,-0.043896286,0.198597271
841,s(age):sitenameRasa,TPRS,sitename,0.090727156,0.061589097,710.0054545,Rasa,-0.029985257,0.211439569
842,s(age):sitenameRasa,TPRS,sitename,0.10369571,0.063147739,729.4290909,Rasa,-0.020071583,0.227463003
843,s(age):sitenameRasa,TPRS,sitename,0.11614681,0.065303666,748.8527273,Rasa,-0.011846023,0.244139643
844,s(age):sitenameRasa,TPRS,sitename,0.128124911,0.066895711,768.2763636,Rasa,-0.002988273,0.259238094
845,s(age):sitenameRasa,TPRS,sitename,0.139588675,0.067993329,787.7,Rasa,0.006324199,0.272853151
846,s(age):sitenameRasa,TPRS,sitename,0.150581015,0.070107603,807.1236364,Rasa,0.013172638,0.287989392
847,s(age):sitenameRasa,TPRS,sitename,0.160397942,0.072149647,826.5472727,Rasa,0.018987233,0.301808652
848,s(age):sitenameRasa,TPRS,sitename,0.168678844,0.073674862,845.9709091,Rasa,0.024278767,0.313078921
849,s(age):sitenameRasa,TPRS,sitename,0.175662495,0.075050076,865.3945455,Rasa,0.02856705,0.322757941
850,s(age):sitenameRasa,TPRS,sitename,0.181668811,0.076634019,884.8181818,Rasa,0.031468894,0.331868727
851,s(age):sitenameRasa,TPRS,sitename,0.186339095,0.077759816,904.2418182,Rasa,0.033932655,0.338745534
852,s(age):sitenameRasa,TPRS,sitename,0.190144061,0.079217232,923.6654545,Rasa,0.034881139,0.345406983
853,s(age):sitenameRasa,TPRS,sitename,0.193280198,0.081286659,943.0890909,Rasa,0.033961273,0.352599122
854,s(age):sitenameRasa,TPRS,sitename,0.195316624,0.083183318,962.5127273,Rasa,0.032280317,0.358352932
855,s(age):sitenameRasa,TPRS,sitename,0.196788162,0.085274559,981.9363636,Rasa,0.029653099,0.363923226
856,s(age):sitenameRasa,TPRS,sitename,0.197575458,0.086903749,1001.36,Rasa,0.02724724,0.367903676
857,s(age):sitenameRasa,TPRS,sitename,0.19813289,0.088107849,1020.783636,Rasa,0.025444678,0.370821102
858,s(age):sitenameRasa,TPRS,sitename,0.19870786,0.089455038,1040.207273,Rasa,0.023379206,0.374036513
859,s(age):sitenameRasa,TPRS,sitename,0.199628379,0.090450541,1059.630909,Rasa,0.022348575,0.376908182
860,s(age):sitenameRasa,TPRS,sitename,0.200702662,0.092439554,1079.054545,Rasa,0.019524466,0.381880859
861,s(age):sitenameRasa,TPRS,sitename,0.202402877,0.094515382,1098.478182,Rasa,0.017156134,0.387649621
862,s(age):sitenameRasa,TPRS,sitename,0.204957703,0.096207004,1117.901818,Rasa,0.016395441,0.393519965
863,s(age):sitenameRasa,TPRS,sitename,0.208019251,0.098094345,1137.325455,Rasa,0.015757868,0.400280635
864,s(age):sitenameRasa,TPRS,sitename,0.211575746,0.099913727,1156.749091,Rasa,0.01574844,0.407403052
865,s(age):sitenameRasa,TPRS,sitename,0.215565546,0.101592226,1176.172727,Rasa,0.016448442,0.41468265
866,s(age):sitenameRasa,TPRS,sitename,0.219745115,0.103342657,1195.596364,Rasa,0.017197228,0.422293002
867,s(age):sitenameRasa,TPRS,sitename,0.224023169,0.104640042,1215.02,Rasa,0.018932456,0.429113882
868,s(age):sitenameRasa,TPRS,sitename,0.228210963,0.106607792,1234.443636,Rasa,0.019263531,0.437158395
869,s(age):sitenameRasa,TPRS,sitename,0.232060807,0.108608118,1253.867273,Rasa,0.019192806,0.444928807
870,s(age):sitenameRasa,TPRS,sitename,0.235700682,0.111230639,1273.290909,Rasa,0.017692636,0.453708729
871,s(age):sitenameRasa,TPRS,sitename,0.238534167,0.113467246,1292.714545,Rasa,0.016142452,0.460925883
872,s(age):sitenameRasa,TPRS,sitename,0.240649325,0.115398921,1312.138182,Rasa,0.014471595,0.466827055
873,s(age):sitenameRasa,TPRS,sitename,0.242181504,0.117270258,1331.561818,Rasa,0.012336022,0.472026986
874,s(age):sitenameRasa,TPRS,sitename,0.242535761,0.118378939,1350.985455,Rasa,0.010517305,0.474554218
875,s(age):sitenameRasa,TPRS,sitename,0.242890018,0.120274711,1370.409091,Rasa,0.007155916,0.478624121
876,s(age):sitenameRasa,TPRS,sitename,0.242768418,0.122435887,1389.832727,Rasa,0.002798489,0.482738348
877,s(age):sitenameRasa,TPRS,sitename,0.242118481,0.124809485,1409.256364,Rasa,-0.002503614,0.486740576
878,s(age):sitenameRasa,TPRS,sitename,0.240436563,0.126905649,1428.68,Rasa,-0.008293938,0.489167065
879,s(age):sitenameRasa,TPRS,sitename,0.238159107,0.129163152,1448.103636,Rasa,-0.014996019,0.491314233
880,s(age):sitenameRasa,TPRS,sitename,0.23513903,0.131314811,1467.527273,Rasa,-0.022233271,0.49251133
881,s(age):sitenameRasa,TPRS,sitename,0.231594173,0.133451932,1486.950909,Rasa,-0.029966808,0.493155154
882,s(age):sitenameRasa,TPRS,sitename,0.227825598,0.1357931,1506.374545,Rasa,-0.038323986,0.493975183
883,s(age):sitenameRasa,TPRS,sitename,0.223923447,0.138216062,1525.798182,Rasa,-0.046975056,0.49482195
884,s(age):sitenameRasa,TPRS,sitename,0.219948609,0.140076854,1545.221818,Rasa,-0.05459698,0.494494197
885,s(age):sitenameRasa,TPRS,sitename,0.21609071,0.141192986,1564.645455,Rasa,-0.060642458,0.492823878
886,s(age):sitenameRasa,TPRS,sitename,0.212323598,0.142397144,1584.069091,Rasa,-0.066769676,0.491416872
887,s(age):sitenameRasa,TPRS,sitename,0.208661958,0.144145031,1603.492727,Rasa,-0.073857111,0.491181028
888,s(age):sitenameRasa,TPRS,sitename,0.205110207,0.146447228,1622.916364,Rasa,-0.081921086,0.492141499
889,s(age):sitenameRasa,TPRS,sitename,0.201558455,0.149476734,1642.34,Rasa,-0.091410561,0.494527471
890,s(age):sitenameRasa,TPRS,sitename,0.198146637,0.15303723,1661.763636,Rasa,-0.101800823,0.498094096
891,s(age):sitenameRasa,TPRS,sitename,0.195426561,0.156405655,1681.187273,Rasa,-0.111122889,0.501976012
892,s(age):sitenameRasa,TPRS,sitename,0.192923427,0.159962135,1700.610909,Rasa,-0.120596596,0.50644345
893,s(age):sitenameRasa,TPRS,sitename,0.190718443,0.163490594,1720.034545,Rasa,-0.129717232,0.511154118
894,s(age):sitenameRasa,TPRS,sitename,0.189393256,0.165895425,1739.458182,Rasa,-0.135755803,0.514542315
895,s(age):sitenameRasa,TPRS,sitename,0.188307139,0.168021152,1758.881818,Rasa,-0.141008268,0.517622545
896,s(age):sitenameRasa,TPRS,sitename,0.187719213,0.169303602,1778.305455,Rasa,-0.144109749,0.519548174
897,s(age):sitenameRasa,TPRS,sitename,0.187131287,0.170622148,1797.729091,Rasa,-0.147281978,0.521544551
898,s(age):sitenameRasa,TPRS,sitename,0.186543361,0.17197596,1817.152727,Rasa,-0.150523328,0.52361005
899,s(age):sitenameRasa,TPRS,sitename,0.185955435,0.173364213,1836.576364,Rasa,-0.15383218,0.525743049
900,s(age):sitenameRasa,TPRS,sitename,0.185367509,0.174786086,1856,Rasa,-0.157206925,0.527941942
901,s(sitename),Random effect,NA,-0.074321186,0.095972522,NA,Azul,-0.262423873,0.1137815
902,s(sitename),Random effect,NA,0.150652827,0.048461491,NA,Caldeirão,0.055670051,0.245635603
903,s(sitename),Random effect,NA,-0.028890044,0.046439063,NA,Caveiro,-0.119908936,0.062128848
904,s(sitename),Random effect,NA,-0.024021241,0.051548549,NA,Funda,-0.125054541,0.077012058
905,s(sitename),Random effect,NA,-0.018217168,0.103322663,NA,Gingal,-0.220725866,0.18429153
906,s(sitename),Random effect,NA,0.001612631,0.049518759,NA,Peixinho,-0.095442352,0.098667615
907,s(sitename),Random effect,NA,0.101155368,0.059139029,NA,Pico da Esperança,-0.014754999,0.217065734
908,s(sitename),Random effect,NA,-0.107971186,0.047035032,NA,Rasa,-0.200158154,-0.015784217
